id,value
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Cellectis S.A. American Depositary Shares(CLLS)(1.028B),CLLS
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Cellular Biomedicine Group Inc. Common Stock(CBMG)(0.385B),CBMG
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Champions Oncology Inc. Common Stock(CSBR)(0.144B),CSBR
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Checkmate Pharmaceuticals Inc. Common Stock(CMPI)(0.298B),CMPI
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|China Biologic Products Holdings Inc. Ordinary Shares(CBPO)(4.641B),CBPO
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Cidara Therapeutics Inc. Common Stock(CDTX)(0.116B),CDTX
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Codiak BioSciences Inc. Common Stock(CDAK)(0.396B),CDAK
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Coherus BioSciences Inc. Common Stock(CHRS)(1.211B),CHRS
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Compugen Ltd. Ordinary Shares(CGEN)(1.039B),CGEN
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Cortexyme Inc. Common Stock(CRTX)(0.928B),CRTX
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Cullinan Management Inc. Common Stock(CGEM)(1.897B),CGEM
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Curis Inc. Common Stock(CRIS)(0.928B),CRIS
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|DBV Technologies S.A. American Depositary Shares(DBVT)(0.615B),DBVT
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Denali Therapeutics Inc. Common Stock(DNLI)(7.594B),DNLI
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Dyadic International Inc. Common Stock(DYAI)(0.165B),DYAI
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Editas Medicine Inc. Common Stock(EDIT)(3.480B),EDIT
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Eiger BioPharmaceuticals Inc. Common Stock(EIGR)(0.366B),EIGR
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Entera Bio Ltd. Ordinary Shares(ENTX)(0.034B),ENTX
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Entera Bio Ltd. Warrant(ENTXW)(0.000B),ENTXW
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Erytech Pharma S.A. American Depositary Shares(ERYP)(0.181B),ERYP
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Exelixis Inc. Common Stock(EXEL)(6.945B),EXEL
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Fate Therapeutics Inc. Common Stock(FATE)(9.431B),FATE
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Fennec Pharmaceuticals Inc. Common Stock(FENC)(0.198B),FENC
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Forma Therapeutics Holdings Inc. Common Stock(FMTX)(1.781B),FMTX
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Freeline Therapeutics Holdings plc American Depositary Shares(FRLN)(0.534B),FRLN
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Fusion Pharmaceuticals Inc. Common Shares(FUSN)(0.498B),FUSN
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|GENFIT S.A. American Depositary Shares(GNFT)(0.218B),GNFT
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Gamida Cell Ltd. Ordinary Shares(GMDA)(0.662B),GMDA
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Genetic Technologies Ltd  Sponsored ADR(GENE)(0.082B),GENE
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Genocea Biosciences Inc. Common Stock(GNCA)(0.175B),GNCA
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Gilead Sciences Inc. Common Stock(GILD)(81.768B),GILD
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Gritstone Oncology Inc. Common Stock(GRTS)(0.711B),GRTS
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Halozyme Therapeutics Inc. Common Stock(HALO)(6.501B),HALO
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Harpoon Therapeutics Inc. Common Stock(HARP)(0.603B),HARP
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|INmune Bio Inc. Common stock(INMB)(0.253B),INMB
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Idera Pharmaceuticals Inc. Common Stock(IDRA)(0.184B),IDRA
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Immatics N.V. Ordinary Shares(IMTX)(0.697B),IMTX
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Immatics N.V. Warrants(IMTXW)(0.000B),IMTXW
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Immunocore Holdings plc American Depositary Shares(IMCR)(2.030B),IMCR
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Immunovant Inc. Common Stock(IMVT)(1.552B),IMVT
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Inhibikase Therapeutics Inc. Common Stock(IKT)(0.079B),IKT
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Inhibrx Inc. Common Stock(INBX)(0.995B),INBX
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Innate Pharma S.A. ADS(IPHA)(0.340B),IPHA
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Iovance Biotherapeutics Inc. Common Stock(IOVA)(6.806B),IOVA
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Jounce Therapeutics Inc. Common Stock(JNCE)(0.436B),JNCE
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Kaleido Biosciences Inc. Common Stock(KLDO)(0.450B),KLDO
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Kiromic BioPharma Inc. Common Stock(KRBP)(0.077B),KRBP
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Kodiak Sciences Inc Common Stock(KOD)(6.809B),KOD
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Krystal Biotech Inc. Common Stock(KRYS)(1.654B),KRYS
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Kymera Therapeutics Inc. Common Stock(KYMR)(2.479B),KYMR
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|La Jolla Pharmaceutical Company Common Stock(LJPC)(0.168B),LJPC
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Lineage Cell Therapeutics Inc. Common Stock(LCTX)(0.427B),LCTX
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Liquidia Corporation Common Stock(LQDA)(0.142B),LQDA
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|LogicBio Therapeutics Inc. Common Stock(LOGC)(0.260B),LOGC
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|MeiraGTx Holdings plc Ordinary Shares(MGTX)(0.669B),MGTX
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Mesoblast Limited American Depositary Shares(MESO)(1.213B),MESO
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Microbot Medical Inc. Common Stock(MBOT)(0.071B),MBOT
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Moderna Inc. Common Stock(MRNA)(67.101B),MRNA
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|NanoString Technologies Inc. Common Stock(NSTG)(3.336B),NSTG
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|NantKwest Inc. Common Stock(NK)(4.023B),NK
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Neurocrine Biosciences Inc. Common Stock(NBIX)(10.648B),NBIX
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Novavax Inc. Common Stock(NVAX)(17.843B),NVAX
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Ocugen Inc. Common Stock(OCGN)(1.902B),OCGN
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Orchard Therapeutics plc American Depositary Shares(ORTX)(0.914B),ORTX
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Organovo Holdings Inc. Common Stock(ONVO)(0.103B),ONVO
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Outlook Therapeutics Inc. Common Stock(OTLK)(0.396B),OTLK
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Outlook Therapeutics Inc. Series A Warrant Expiring 02/18/2022(OTLKW)(0.000B),OTLKW
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Oyster Point Pharma Inc. Common Stock(OYST)(0.662B),OYST
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Passage Bio Inc. Common Stock(PASG)(1.136B),PASG
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Pluristem Therapeutics Inc. Common Stock(PSTI)(0.227B),PSTI
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|PolarityTE Inc. Common Stock(PTE)(0.106B),PTE
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Poseida Therapeutics Inc. Common Stock(PSTX)(0.643B),PSTX
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Precision BioSciences Inc. Common Stock(DTIL)(0.637B),DTIL
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Protalix BioTherapeutics Inc. (DE) Common Stock(PLX)(0.177B),PLX
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Protara Therapeutics Inc.  Common Stock(TARA)(0.127B),TARA
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Qiagen N.V. Common Shares(QGEN)(12.692B),QGEN
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|REGENXBIO Inc. Common Stock(RGNX)(1.789B),RGNX
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Relay Therapeutics Inc. Common Stock(RLAY)(3.884B),RLAY
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Repligen Corporation Common Stock(RGEN)(11.798B),RGEN
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Replimune Group Inc. Common Stock(REPL)(1.686B),REPL
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Revolution Medicines Inc. Common Stock(RVMD)(3.254B),RVMD
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Rubius Therapeutics Inc. Common Stock(RUBY)(0.961B),RUBY
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|SQZ Biotechnologies Company Common Stock(SQZ)(0.452B),SQZ
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Sana Biotechnology Inc. Common Stock(SANA)(6.594B),SANA
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Sangamo Therapeutics Inc. Common Stock(SGMO)(1.898B),SGMO
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Scholar Rock Holding Corporation Common Stock(SRRK)(1.681B),SRRK
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Seagen Inc. Common Stock(SGEN)(28.736B),SGEN
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Seneca Biopharma Inc. Common Stock(SNCA)(0.031B),SNCA
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Solid Biosciences Inc. Common Stock(SLDB)(0.591B),SLDB
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Sorrento Therapeutics Inc.  Common Stock(SRNE)(3.506B),SRNE
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|SpringWorks Therapeutics Inc. Common Stock(SWTX)(4.178B),SWTX
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Surface Oncology Inc. Common Stock(SURF)(0.372B),SURF
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Sutro Biopharma Inc. Common Stock(STRO)(1.078B),STRO
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|TCR2 Therapeutics Inc. Common Stock(TCRR)(1.077B),TCRR
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|TRACON Pharmaceuticals Inc. Common Stock(TCON)(0.151B),TCON
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Tarsus Pharmaceuticals Inc. Common Stock(TARS)(0.787B),TARS
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Taysha Gene Therapies Inc. Common Stock(TSHA)(1.093B),TSHA
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Titan Pharmaceuticals Inc. Common Stock(TTNP)(0.040B),TTNP
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Translate Bio Inc. Common Stock(TBIO)(1.885B),TBIO
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Twist Bioscience Corporation Common Stock(TWST)(7.250B),TWST
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Vaxart Inc Common Stock(VXRT)(0.798B),VXRT
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Vaxcyte Inc. Common Stock(PCVX)(1.283B),PCVX
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Vericel Corporation Common Stock(VCEL)(2.315B),VCEL
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Vir Biotechnology Inc. Common Stock(VIR)(8.883B),VIR
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Vor Biopharma Inc. Common Stock(VOR)(1.715B),VOR
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Voyager Therapeutics Inc. Common Stock(VYGR)(0.249B),VYGR
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Windtree Therapeutics Inc. Common Stock(WINT)(0.095B),WINT
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|X4 Pharmaceuticals Inc. Common Stock(XFOR)(0.155B),XFOR
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|Xtant Medical Holdings Inc. Common Stock(XTNT)(0.160B),XTNT
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|aTyr Pharma Inc. Common Stock(LIFE)(0.055B),LIFE
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|argenx SE American Depositary Shares(ARGX)(18.570B),ARGX
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|bluebird bio Inc. Common Stock(BLUE)(1.789B),BLUE
Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|iTeos Therapeutics Inc. Common Stock(ITOS)(1.368B),ITOS
Health Care|Biotechnology: Commercial Physical & Biological Resarch,NA
Health Care|Biotechnology: Commercial Physical & Biological Resarch|AIkido Pharma Inc. Common Stock(AIKI)(0.054B),AIKI
Health Care|Biotechnology: Commercial Physical & Biological Resarch|Anavex Life Sciences Corp. Common Stock(AVXL)(0.845B),AVXL
Health Care|Biotechnology: Commercial Physical & Biological Resarch|Bioanalytical Systems Inc. Common Stock(BASI)(0.183B),BASI
Health Care|Biotechnology: Commercial Physical & Biological Resarch|Charles River Laboratories International Inc. Common Stock(CRL)(14.550B),CRL
Health Care|Biotechnology: Commercial Physical & Biological Resarch|Eloxx Pharmaceuticals Inc. Common Stock(ELOX)(0.151B),ELOX
Health Care|Biotechnology: Commercial Physical & Biological Resarch|Exact Sciences Corporation Common Stock(EXAS)(23.903B),EXAS
Health Care|Biotechnology: Commercial Physical & Biological Resarch|ICON plc Ordinary Shares(ICLR)(10.838B),ICLR
Health Care|Biotechnology: Commercial Physical & Biological Resarch|IQVIA Holdings Inc. Common Stock(IQV)(35.905B),IQV
Health Care|Biotechnology: Commercial Physical & Biological Resarch|Incyte Corp. Common Stock(INCY)(17.928B),INCY
Health Care|Biotechnology: Commercial Physical & Biological Resarch|Luna Innovations Incorporated Common Stock(LUNA)(0.364B),LUNA
Health Care|Biotechnology: Commercial Physical & Biological Resarch|Medpace Holdings Inc. Common Stock(MEDP)(5.831B),MEDP
Health Care|Biotechnology: Commercial Physical & Biological Resarch|National Research Corporation Common Stock(NRC)(1.236B),NRC
Health Care|Biotechnology: Commercial Physical & Biological Resarch|PPD Inc. Common Stock(PPD)(12.776B),PPD
Health Care|Biotechnology: Commercial Physical & Biological Resarch|PRA Health Sciences Inc. Common Stock(PRAH)(8.046B),PRAH
Health Care|Biotechnology: Commercial Physical & Biological Resarch|Syneos Health Inc. Class A Common Stock(SYNH)(7.727B),SYNH
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus,NA
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|Axogen Inc. Common Stock(AXGN)(0.801B),AXGN
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|BioLife Solutions Inc. Common Stock(BLFS)(1.324B),BLFS
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|BioSig Technologies Inc. Common Stock(BSGM)(0.158B),BSGM
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|CHF Solutions Inc. Common Stock(CHFS)(0.024B),CHFS
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|CONMED Corporation Common Stock(CNMD)(3.436B),CNMD
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|Cutera Inc. Common Stock(CUTR)(0.638B),CUTR
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|EDAP TMS S.A. American Depositary Shares(EDAP)(0.272B),EDAP
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|ENDRA Life Sciences Inc. Common Stock(NDRA)(0.079B),NDRA
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|ENDRA Life Sciences Inc. Warrants(NDRAW)(0.000B),NDRAW
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|Electromed Inc. Common Stock(ELMD)(0.094B),ELMD
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|Fonar Corporation Common Stock(FONR)(0.127B),FONR
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|Helius Medical Technologies Inc. Class A Common Stock (DE)(HSDT)(0.001B),HSDT
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|IRIDEX Corporation Common Stock(IRIX)(0.073B),IRIX
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|InMode Ltd. Ordinary Shares(INMD)(2.608B),INMD
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|LivaNova PLC Ordinary Shares(LIVN)(3.475B),LIVN
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|Masimo Corporation Common Stock(MASI)(14.661B),MASI
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|Medtronic plc. Ordinary Shares(MDT)(155.317B),MDT
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|Natus Medical Incorporated Common Stock(NTUS)(0.878B),NTUS
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|Outset Medical Inc. Common Stock(OM)(2.192B),OM
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|Second Sight Medical Products Inc. Common Stock(EYES)(0.057B),EYES
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|Second Sight Medical Products Inc. Warrants expiring 03/14/2024(EYESW)(0.000B),EYESW
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|Soleno Therapeutics Inc. Common Stock(SLNO)(0.234B),SLNO
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|Star Equity Holdings Inc. Common Stock(STRR)(0.022B),STRR
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|Star Equity Holdings Inc. Series A Cumulative Perpetual Preferred Stock(STRRP)(0.000B),STRRP
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|Stereotaxis Inc. Common Stock(STXS)(0.407B),STXS
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|TransMedics Group Inc. Common Stock(TMDX)(0.904B),TMDX
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|Varian Medical Systems Inc. Common Stock(VAR)(16.177B),VAR
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|ViewRay Inc. Common Stock(VRAY)(0.808B),VRAY
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|Viveve Medical Inc. Common Stock(VIVE)(0.031B),VIVE
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|Zynex Inc. Common Stock(ZYXI)(0.602B),ZYXI
Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|electroCore Inc. Common Stock(ECOR)(0.128B),ECOR
Health Care|Biotechnology: In Vitro & In Vivo Diagnostic Substances,NA
Health Care|Biotechnology: In Vitro & In Vivo Diagnostic Substances|ARCA biopharma Inc. Common Stock(ABIO)(0.043B),ABIO
Health Care|Biotechnology: In Vitro & In Vivo Diagnostic Substances|Achieve Life Sciences Inc. Common Shares(ACHV)(0.083B),ACHV
Health Care|Biotechnology: In Vitro & In Vivo Diagnostic Substances|Akers Biosciences Inc. Common Stock(AKER)(0.073B),AKER
Health Care|Biotechnology: In Vitro & In Vivo Diagnostic Substances|Aspira Women's Health Inc. Common Stock(AWH)(0.889B),AWH
Health Care|Biotechnology: In Vitro & In Vivo Diagnostic Substances|Biomerica Inc. Common Stock(BMRA)(0.086B),BMRA
Health Care|Biotechnology: In Vitro & In Vivo Diagnostic Substances|Celldex Therapeutics Inc.(CLDX)(1.054B),CLDX
Health Care|Biotechnology: In Vitro & In Vivo Diagnostic Substances|Heska Corporation Common Stock(HSKA)(1.773B),HSKA
Health Care|Biotechnology: In Vitro & In Vivo Diagnostic Substances|IDEXX Laboratories Inc. Common Stock(IDXX)(47.137B),IDXX
Health Care|Biotechnology: In Vitro & In Vivo Diagnostic Substances|ImmuCell Corporation Common Stock(ICCC)(0.082B),ICCC
