id,value
Consumer Non-Durables|Beverages (Production/Distribution)|Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares)(KOF)(9.637B),KOF
Consumer Non-Durables|Beverages (Production/Distribution)|Coca-Cola Company (The) Common Stock(KO)(218.413B),KO
Consumer Non-Durables|Beverages (Production/Distribution)|Coca-Cola Consolidated Inc. Common Stock(COKE)(2.518B),COKE
Consumer Non-Durables|Beverages (Production/Distribution)|Coca-Cola European Partners plc Ordinary Shares(CCEP)(24.019B),CCEP
Consumer Non-Durables|Beverages (Production/Distribution)|Compania Cervecerias Unidas S.A. Common Stock(CCU)(3.150B),CCU
Consumer Non-Durables|Beverages (Production/Distribution)|Constellation Brands Inc. Common Stock(STZ)(43.858B),STZ
Consumer Non-Durables|Beverages (Production/Distribution)|Diageo plc Common Stock(DEO)(99.134B),DEO
Consumer Non-Durables|Beverages (Production/Distribution)|Eastside Distilling Inc. Common Stock(EAST)(0.022B),EAST
Consumer Non-Durables|Beverages (Production/Distribution)|Fomento Economico Mexicano S.A.B. de C.V. Common Stock(FMX)(25.223B),FMX
Consumer Non-Durables|Beverages (Production/Distribution)|Keurig Dr Pepper Inc. Common Stock(KDP)(44.666B),KDP
Consumer Non-Durables|Beverages (Production/Distribution)|MGP Ingredients Inc.(MGPI)(1.101B),MGPI
Consumer Non-Durables|Beverages (Production/Distribution)|Molson Coors Beverage Company Class B Common Stock(TAP)(9.655B),TAP
Consumer Non-Durables|Beverages (Production/Distribution)|Monster Beverage Corporation(MNST)(48.911B),MNST
Consumer Non-Durables|Beverages (Production/Distribution)|National Beverage Corp. Common Stock(FIZZ)(4.721B),FIZZ
Consumer Non-Durables|Beverages (Production/Distribution)|NewAge Inc. Common Stock(NBEV)(0.369B),NBEV
Consumer Non-Durables|Beverages (Production/Distribution)|PepsiCo Inc. Common Stock(PEP)(186.758B),PEP
Consumer Non-Durables|Beverages (Production/Distribution)|Primo Water Corporation Common Stock(PRMW)(2.520B),PRMW
Consumer Non-Durables|Beverages (Production/Distribution)|Reeds Inc. Common Stock(REED)(0.108B),REED
Consumer Non-Durables|Beverages (Production/Distribution)|Willamette Valley Vineyards Inc. Common Stock(WVVI)(0.040B),WVVI
Consumer Non-Durables|Beverages (Production/Distribution)|Willamette Valley Vineyards Inc. Series A Redeemable Preferred Stock(WVVIP)(0.000B),WVVIP
Consumer Non-Durables|Consumer Electronics/Appliances,NA
Consumer Non-Durables|Consumer Electronics/Appliances|Arlo Technologies Inc. Common Stock(ARLO)(0.575B),ARLO
Consumer Non-Durables|Consumer Electronics/Appliances|Emerson Radio Corporation Common Stock(MSN)(0.038B),MSN
Consumer Non-Durables|Consumer Electronics/Appliances|Genasys Inc. Common Stock(GNSS)(0.240B),GNSS
Consumer Non-Durables|Consumer Electronics/Appliances|Integrated Media Technology Limited Ordinary Shares(IMTE)(0.035B),IMTE
Consumer Non-Durables|Consumer Electronics/Appliances|Knowles Corporation Common Stock(KN)(1.896B),KN
Consumer Non-Durables|Consumer Electronics/Appliances|Koss Corporation Common Stock(KOSS)(0.120B),KOSS
Consumer Non-Durables|Consumer Electronics/Appliances|Sonos Inc. Common Stock(SONO)(4.374B),SONO
Consumer Non-Durables|Consumer Electronics/Appliances|Sony Corporation Common Stock(SNE)(140.355B),SNE
Consumer Non-Durables|Consumer Electronics/Appliances|Universal Electronics Inc. Common Stock(UEIC)(0.797B),UEIC
Consumer Non-Durables|Consumer Specialties,NA
Consumer Non-Durables|Consumer Specialties|Fossil Group Inc. Common Stock(FOSL)(0.810B),FOSL
Consumer Non-Durables|Consumer Specialties|Movado Group Inc. Common Stock(MOV)(0.488B),MOV
Consumer Non-Durables|Farming/Seeds/Milling,NA
Consumer Non-Durables|Farming/Seeds/Milling|22nd Century Group Inc. Common Stock(XXII)(0.555B),XXII
Consumer Non-Durables|Farming/Seeds/Milling|Adecoagro S.A. Common Shares(AGRO)(0.963B),AGRO
Consumer Non-Durables|Farming/Seeds/Milling|Agrify Corporation Common Stock(AGFY)(0.195B),AGFY
Consumer Non-Durables|Farming/Seeds/Milling|Alico Inc. Common Stock(ALCO)(0.222B),ALCO
Consumer Non-Durables|Farming/Seeds/Milling|Altria Group Inc.(MO)(81.083B),MO
Consumer Non-Durables|Farming/Seeds/Milling|AppHarvest Inc. Common Stock(APPH)(3.181B),APPH
Consumer Non-Durables|Farming/Seeds/Milling|AppHarvest Inc. Warrants(APPHW)(0.000B),APPHW
Consumer Non-Durables|Farming/Seeds/Milling|Arcadia Biosciences Inc. Common Stock(RKDA)(0.072B),RKDA
Consumer Non-Durables|Farming/Seeds/Milling|Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil)(LND)(0.344B),LND
Consumer Non-Durables|Farming/Seeds/Milling|BrightView Holdings Inc. Common Stock(BV)(1.609B),BV
Consumer Non-Durables|Farming/Seeds/Milling|British American Tobacco  Industries p.l.c. Common Stock ADR(BTI)(83.901B),BTI
Consumer Non-Durables|Farming/Seeds/Milling|Cal-Maine Foods Inc. Common Stock(CALM)(1.923B),CALM
Consumer Non-Durables|Farming/Seeds/Milling|Calavo Growers Inc. Common Stock(CVGW)(1.327B),CVGW
Consumer Non-Durables|Farming/Seeds/Milling|Corteva Inc. Common Stock(CTVA)(32.888B),CTVA
Consumer Non-Durables|Farming/Seeds/Milling|Fresh Del Monte Produce Inc. Common Stock(FDP)(1.200B),FDP
Consumer Non-Durables|Farming/Seeds/Milling|Limoneira Co Common Stock(LMNR)(0.269B),LMNR
Consumer Non-Durables|Farming/Seeds/Milling|Mission Produce Inc. Common Stock(AVO)(1.469B),AVO
Consumer Non-Durables|Farming/Seeds/Milling|Origin Agritech Limited Common Stock(SEED)(0.125B),SEED
Consumer Non-Durables|Farming/Seeds/Milling|Philip Morris International Inc Common Stock(PM)(134.455B),PM
Consumer Non-Durables|Farming/Seeds/Milling|RLX Technology Inc. American Depositary Shares each representing the right to receive one (1) Class A ordinary share(RLX)(35.120B),RLX
Consumer Non-Durables|Farming/Seeds/Milling|S&W Seed Company Common Stock (NV)(SANW)(0.126B),SANW
Consumer Non-Durables|Farming/Seeds/Milling|Shineco Inc. Common Stock(TYHT)(0.015B),TYHT
Consumer Non-Durables|Farming/Seeds/Milling|Vector Group Ltd. Common Stock(VGR)(2.123B),VGR
Consumer Non-Durables|Farming/Seeds/Milling|Village Farms International Inc. Common Shares(VFF)(1.278B),VFF
Consumer Non-Durables|Food Chains,NA
Consumer Non-Durables|Food Chains|ARKO Corp. Common Stock(ARKO)(1.186B),ARKO
Consumer Non-Durables|Food Chains|ARKO Corp. Warrant(ARKOW)(0.000B),ARKOW
Consumer Non-Durables|Food Chains|DAVIDsTEA Inc. Common Stock(DTEA)(0.121B),DTEA
Consumer Non-Durables|Food Distributors,NA
Consumer Non-Durables|Food Distributors|AMCON Distributing Company Common Stock(DIT)(0.058B),DIT
Consumer Non-Durables|Food Distributors|Core Mark Holding Co Inc Common Stock(CORE)(1.413B),CORE
Consumer Non-Durables|Food Distributors|Cuentas Inc. Common Stock(CUEN)(0.051B),CUEN
Consumer Non-Durables|Food Distributors|Cuentas Inc. Warrant(CUENW)(0.000B),CUENW
Consumer Non-Durables|Food Distributors|Domino's Pizza Inc Common Stock(DPZ)(14.859B),DPZ
Consumer Non-Durables|Food Distributors|G. Willi-Food International  Ltd. Ordinary Shares(WILC)(0.319B),WILC
Consumer Non-Durables|Food Distributors|HF Foods Group Inc. Common Stock(HFFG)(0.394B),HFFG
Consumer Non-Durables|Food Distributors|Performance Food Group Company Common Stock(PFGC)(6.671B),PFGC
Consumer Non-Durables|Food Distributors|Rave Restaurant Group Inc. Common Stock(RAVE)(0.025B),RAVE
Consumer Non-Durables|Food Distributors|SpartanNash Company Common Stock(SPTN)(0.654B),SPTN
Consumer Non-Durables|Food Distributors|Sysco Corporation Common Stock(SYY)(38.245B),SYY
Consumer Non-Durables|Food Distributors|The Alkaline Water Company Inc. Common Stock(WTER)(0.092B),WTER
Consumer Non-Durables|Food Distributors|The Chefs' Warehouse Inc. Common Stock(CHEF)(1.115B),CHEF
Consumer Non-Durables|Food Distributors|US Foods Holding Corp. Common Stock(USFD)(7.723B),USFD
Consumer Non-Durables|Food Distributors|United Natural Foods Inc. Common Stock(UNFI)(1.482B),UNFI
Consumer Non-Durables|Homebuilding,NA
Consumer Non-Durables|Homebuilding|Thor Industries Inc. Common Stock(THO)(6.512B),THO
Consumer Non-Durables|Homebuilding|Winnebago Industries Inc. Common Stock(WGO)(2.357B),WGO
Consumer Non-Durables|Meat/Poultry/Fish,NA
Consumer Non-Durables|Meat/Poultry/Fish|BRF S.A.(BRFS)(3.368B),BRFS
Consumer Non-Durables|Meat/Poultry/Fish|China Xiangtai Food Co. Ltd. Ordinary Shares(PLIN)(0.033B),PLIN
Consumer Non-Durables|Meat/Poultry/Fish|Hormel Foods Corporation Common Stock(HRL)(25.641B),HRL
Consumer Non-Durables|Meat/Poultry/Fish|Industrias Bachoco S.A.B. de C.V. Common Stock(IBA)(2.070B),IBA
Consumer Non-Durables|Meat/Poultry/Fish|Pilgrim's Pride Corporation Common Stock(PPC)(5.506B),PPC
Consumer Non-Durables|Meat/Poultry/Fish|Sanderson Farms Inc. Common Stock(SAFM)(3.398B),SAFM
Consumer Non-Durables|Meat/Poultry/Fish|Tyson Foods Inc. Common Stock(TSN)(24.667B),TSN
Consumer Non-Durables|Motor Vehicles,NA
Consumer Non-Durables|Motor Vehicles|Arcimoto Inc. Common Stock(FUV)(0.710B),FUV
Consumer Non-Durables|Motor Vehicles|EZGO Technologies Ltd. Ordinary Shares(EZGO)(0.092B),EZGO
Consumer Non-Durables|Motor Vehicles|Fox Factory Holding Corp. Common Stock(FOXF)(5.611B),FOXF
Consumer Non-Durables|Motor Vehicles|Harley-Davidson Inc. Common Stock(HOG)(5.377B),HOG
Consumer Non-Durables|Package Goods/Cosmetics,NA
Consumer Non-Durables|Package Goods/Cosmetics|Colgate-Palmolive Company Common Stock(CL)(67.476B),CL
Consumer Non-Durables|Package Goods/Cosmetics|Coty Inc. Class A Common Stock(COTY)(5.475B),COTY
Consumer Non-Durables|Package Goods/Cosmetics|Edgewell Personal Care Company Common Stock(EPC)(1.775B),EPC
Consumer Non-Durables|Package Goods/Cosmetics|Estee Lauder Companies Inc. (The) Common Stock(EL)(104.460B),EL
Consumer Non-Durables|Package Goods/Cosmetics|Inter Parfums Inc. Common Stock(IPAR)(2.136B),IPAR
Consumer Non-Durables|Package Goods/Cosmetics|Jupiter Wellness Inc. Common Stock(JUPW)(0.064B),JUPW
Consumer Non-Durables|Package Goods/Cosmetics|Jupiter Wellness Inc. Warrant(JUPWW)(0.000B),JUPWW
Consumer Non-Durables|Package Goods/Cosmetics|Revlon Inc. New Common Stock(REV)(0.644B),REV
Consumer Non-Durables|Package Goods/Cosmetics|United-Guardian Inc. Common Stock(UG)(0.065B),UG
Consumer Non-Durables|Package Goods/Cosmetics|Yatsen Holding Limited American Depositary Shares each representing four Class A ordinary shares(YSG)(14.088B),YSG
Consumer Non-Durables|Package Goods/Cosmetics|cbdMD Inc. Common Stock(YCBD)(0.225B),YCBD
Consumer Non-Durables|Package Goods/Cosmetics|e.l.f. Beauty Inc. Common Stock(ELF)(1.274B),ELF
Consumer Non-Durables|Packaged Foods,NA
Consumer Non-Durables|Packaged Foods|Archer-Daniels-Midland Company Common Stock(ADM)(31.042B),ADM
Consumer Non-Durables|Packaged Foods|B&G Foods Inc. B&G Foods Inc. Common Stock(BGS)(1.985B),BGS
Consumer Non-Durables|Packaged Foods|BellRing Brands Inc. Class A Common Stock(BRBR)(0.949B),BRBR
Consumer Non-Durables|Packaged Foods|Beyond Meat Inc. Common Stock(BYND)(10.469B),BYND
Consumer Non-Durables|Packaged Foods|Bunge Limited Bunge Limited(BG)(10.438B),BG
Consumer Non-Durables|Packaged Foods|Campbell Soup Company Common Stock(CPB)(14.281B),CPB
Consumer Non-Durables|Packaged Foods|Coffee Holding Co. Inc. Common Stock(JVA)(0.027B),JVA
Consumer Non-Durables|Packaged Foods|ConAgra Brands Inc. Common Stock(CAG)(16.954B),CAG
Consumer Non-Durables|Packaged Foods|Darling Ingredients Inc. Common Stock(DAR)(10.810B),DAR
Consumer Non-Durables|Packaged Foods|Farmer Brothers Company Common Stock(FARM)(0.112B),FARM
Consumer Non-Durables|Packaged Foods|Farmmi Inc. Ordinary Shares(FAMI)(0.038B),FAMI
Consumer Non-Durables|Packaged Foods|Flowers Foods Inc. Common Stock(FLO)(4.674B),FLO
Consumer Non-Durables|Packaged Foods|Freshpet Inc. Common Stock(FRPT)(6.485B),FRPT
Consumer Non-Durables|Packaged Foods|General Mills Inc. Common Stock(GIS)(35.476B),GIS
Consumer Non-Durables|Packaged Foods|Hain Celestial Group Inc. (The) Common Stock(HAIN)(4.367B),HAIN
Consumer Non-Durables|Packaged Foods|Hostess Brands Inc. Class A Common Stock(TWNK)(1.989B),TWNK
Consumer Non-Durables|Packaged Foods|Hostess Brands Inc. Warrants(TWNKW)(0.000B),TWNKW
Consumer Non-Durables|Packaged Foods|Ingredion Incorporated Common Stock(INGR)(5.792B),INGR
Consumer Non-Durables|Packaged Foods|J.M. Smucker Company (The) New Common Stock(SJM)(13.021B),SJM
Consumer Non-Durables|Packaged Foods|Kellogg Company Common Stock(K)(20.461B),K
Consumer Non-Durables|Packaged Foods|Laird Superfood Inc. Common Stock(LSF)(0.420B),LSF
Consumer Non-Durables|Packaged Foods|Lamb Weston Holdings Inc. Common Stock(LW)(11.356B),LW
Consumer Non-Durables|Packaged Foods|Lancaster Colony Corporation Common Stock(LANC)(4.954B),LANC
Consumer Non-Durables|Packaged Foods|Landec Corporation Common Stock (DE)(LNDC)(0.335B),LNDC
Consumer Non-Durables|Packaged Foods|Lifeway Foods Inc. Common Stock(LWAY)(0.097B),LWAY
Consumer Non-Durables|Packaged Foods|MEDIFAST INC Common Stock(MED)(3.142B),MED
Consumer Non-Durables|Packaged Foods|McCormick & Company Incorporated Common Stock(MKC)(23.088B),MKC
Consumer Non-Durables|Packaged Foods|Mondelez International Inc. Class A Common Stock(MDLZ)(79.262B),MDLZ
Consumer Non-Durables|Packaged Foods|Nomad Foods Limited Ordinary Shares(NOMD)(4.590B),NOMD
Consumer Non-Durables|Packaged Foods|Planet Green Holdings Corp. Common Stock(PLAG)(0.053B),PLAG
Consumer Non-Durables|Packaged Foods|Post Holdings Inc. Common Stock(POST)(6.304B),POST
Consumer Non-Durables|Packaged Foods|RiceBran Technologies Common Stock(RIBT)(0.049B),RIBT
Consumer Non-Durables|Packaged Foods|Seneca Foods Corp. Class A Common Stock(SENEA)(0.468B),SENEA
Consumer Non-Durables|Packaged Foods|Seneca Foods Corp. Class B Common Stock(SENEB)(0.453B),SENEB
Consumer Non-Durables|Packaged Foods|TDH Holdings Inc. Common Shares(PETZ)(0.167B),PETZ
Consumer Non-Durables|Packaged Foods|Tattooed Chef Inc Class A Common Stock(TTCF)(0.601B),TTCF
Consumer Non-Durables|Packaged Foods|The Kraft Heinz Company Common Stock(KHC)(47.633B),KHC
Consumer Non-Durables|Packaged Foods|The Simply Good Foods Company Common Stock(SMPL)(2.733B),SMPL
Consumer Non-Durables|Packaged Foods|Treehouse Foods Inc. Common Stock(THS)(2.798B),THS
Consumer Non-Durables|Packaged Foods|Utz Brands Inc Class A Common Stock(UTZ)(3.106B),UTZ
Consumer Non-Durables|Packaged Foods|Vital Farms Inc. Common Stock(VITL)(1.123B),VITL
Consumer Non-Durables|Plastic Products,NA
Consumer Non-Durables|Plastic Products|AptarGroup Inc. Common Stock(ATR)(9.125B),ATR
Consumer Non-Durables|Plastic Products|Armstrong Flooring Inc. Common Stock(AFI)(0.082B),AFI
Consumer Non-Durables|Plastic Products|Armstrong World Industries Inc Common Stock(AWI)(3.823B),AWI
Consumer Non-Durables|Plastic Products|Berry Global Group Inc. Common Stock(BERY)(7.614B),BERY
Consumer Non-Durables|Plastic Products|Core Molding Technologies Inc Common Stock(CMT)(0.101B),CMT
Consumer Non-Durables|Plastic Products|Deswell Industries Inc. Common Shares(DSWL)(0.055B),DSWL
Consumer Non-Durables|Plastic Products|Entegris Inc. Common Stock(ENTG)(13.783B),ENTG
Consumer Non-Durables|Plastic Products|Forward Industries Inc. Common Stock(FORD)(0.044B),FORD
Consumer Non-Durables|Plastic Products|Myers Industries Inc. Common Stock(MYE)(0.763B),MYE
Consumer Non-Durables|Plastic Products|Newell Brands Inc. Common Stock(NWL)(10.030B),NWL
Consumer Non-Durables|Plastic Products|The AZEK Company Inc. Class A Common Stock(AZEK)(7.277B),AZEK
Consumer Non-Durables|Plastic Products|Tupperware Brands Corporation Common Stock(TUP)(1.551B),TUP
Consumer Non-Durables|Recreational Products/Toys,NA
Consumer Non-Durables|Recreational Products/Toys|Acushnet Holdings Corp. Common Stock(GOLF)(3.294B),GOLF
Consumer Non-Durables|Recreational Products/Toys|Blue Hat Interactive Entertainment Technology Ordinary Shares(BHAT)(0.056B),BHAT
Consumer Non-Durables|Recreational Products/Toys|Callaway Golf Company Common Stock(ELY)(2.588B),ELY
Consumer Non-Durables|Recreational Products/Toys|Clarus Corporation Common Stock(CLAR)(0.541B),CLAR
Consumer Non-Durables|Recreational Products/Toys|Escalade Incorporated Common Stock(ESCA)(0.296B),ESCA
Consumer Non-Durables|Recreational Products/Toys|Funko Inc. Class A Common Stock(FNKO)(0.651B),FNKO
Consumer Non-Durables|Recreational Products/Toys|Hasbro Inc. Common Stock(HAS)(12.529B),HAS
Consumer Non-Durables|Recreational Products/Toys|JAKKS Pacific Inc. Common Stock(JAKK)(0.048B),JAKK
Consumer Non-Durables|Recreational Products/Toys|Johnson Outdoors Inc. Class A Common Stock(JOUT)(1.281B),JOUT
Consumer Non-Durables|Recreational Products/Toys|Mattel Inc. Common Stock(MAT)(6.634B),MAT
Consumer Non-Durables|Recreational Products/Toys|Nautilus Inc. Common Stock(NLS)(0.884B),NLS
Consumer Non-Durables|Recreational Products/Toys|Vinco Ventures Inc. Common Stock(BBIG)(0.072B),BBIG
Consumer Non-Durables|Recreational Products/Toys|YETI Holdings Inc. Common Stock(YETI)(6.208B),YETI
Consumer Non-Durables|Shoe Manufacturing,NA
Consumer Non-Durables|Shoe Manufacturing|Caleres Inc. Common Stock(CAL)(0.582B),CAL
Consumer Non-Durables|Shoe Manufacturing|Crocs Inc. Common Stock(CROX)(5.393B),CROX
Consumer Non-Durables|Shoe Manufacturing|Deckers Outdoor Corporation Common Stock(DECK)(9.105B),DECK
Consumer Non-Durables|Shoe Manufacturing|Iconix Brand Group Inc. Common Stock(ICON)(0.034B),ICON
Consumer Non-Durables|Shoe Manufacturing|Nike Inc. Common Stock(NKE)(228.733B),NKE
Consumer Non-Durables|Shoe Manufacturing|Rocky Brands Inc. Common Stock(RCKY)(0.265B),RCKY
Consumer Non-Durables|Shoe Manufacturing|Skechers U.S.A. Inc. Common Stock(SKX)(5.698B),SKX
Consumer Non-Durables|Shoe Manufacturing|Steven Madden Ltd. Common Stock(SHOO)(2.992B),SHOO
Consumer Non-Durables|Shoe Manufacturing|Wolverine World Wide Inc. Common Stock(WWW)(2.684B),WWW
Consumer Non-Durables|Specialty Foods,NA
Consumer Non-Durables|Specialty Foods|Bridgford Foods Corporation Common Stock(BRID)(0.142B),BRID
Consumer Non-Durables|Specialty Foods|Cosan Limited Class A Common Stock(CZZ)(4.457B),CZZ
Consumer Non-Durables|Specialty Foods|J & J Snack Foods Corp. Common Stock(JJSF)(2.892B),JJSF
Consumer Non-Durables|Specialty Foods|John B. Sanfilippo & Son Inc. Common Stock(JBSS)(1.052B),JBSS
Consumer Non-Durables|Specialty Foods|Rocky Mountain Chocolate Factory Inc. Common Stock(RMCF)(0.033B),RMCF
Consumer Non-Durables|Specialty Foods|The Hershey Company Common Stock(HSY)(31.844B),HSY
Consumer Non-Durables|Specialty Foods|Tootsie Roll Industries Inc. Common Stock(TR)(2.031B),TR
Consumer Non-Durables|Specialty Foods|Whole Earth Brands Inc. Class A Common Stock(FREE)(0.534B),FREE
Consumer Non-Durables|Specialty Foods|Whole Earth Brands Inc. Warrant(FREEW)(nan),FREEW
Consumer Non-Durables|Telecommunications Equipment,NA
Consumer Non-Durables|Telecommunications Equipment|Houston Wire & Cable Company Common Stock(HWCC)(0.068B),HWCC
Consumer Non-Durables|Telecommunications Equipment|WESCO International Inc. Common Stock(WCC)(3.946B),WCC
Consumer Non-Durables|Textiles,NA
Consumer Non-Durables|Textiles|Amalgamated Bank Class A Common Stock(AMAL)(0.506B),AMAL
Consumer Non-Durables|Textiles|Capital Southwest Corporation Common Stock(CSWC)(0.427B),CSWC
Consumer Non-Durables|Textiles|Gladstone Capital Corporation 5.375% Notes due 2024(GLADL)(0.000B),GLADL
Consumer Non-Durables|Textiles|Gladstone Capital Corporation Common Stock(GLAD)(0.315B),GLAD
Consumer Non-Durables|Textiles|Unifi Inc. New Common Stock(UFI)(0.462B),UFI
Consumer Non-Durables|Tobacco,NA
Consumer Non-Durables|Tobacco|Turning Point Brands Inc. Common Stock(TPB)(0.990B),TPB
