id,value
Consumer Durables|Automotive Aftermarket|TravelCenters of America Inc. 8.00% Senior Notes due 2030(TANNZ)(0.000B),TANNZ
Consumer Durables|Automotive Aftermarket|TravelCenters of America Inc. 8.25% Senior Notes due 2028(TANNI)(0.000B),TANNI
Consumer Durables|Automotive Aftermarket|TravelCenters of America Inc. Common Stock(TA)(0.425B),TA
Consumer Durables|Automotive Aftermarket|Vroom Inc. Common Stock(VRM)(6.343B),VRM
Consumer Durables|Building Products,NA
Consumer Durables|Building Products|AZZ Inc.(AZZ)(1.258B),AZZ
Consumer Durables|Building Products|Acuity Brands Inc.(AYI)(4.339B),AYI
Consumer Durables|Building Products|Applied UV Inc. Common Stock(AUVI)(0.106B),AUVI
Consumer Durables|Building Products|Chase Corporation Common Stock(CCF)(1.002B),CCF
Consumer Durables|Building Products|Energy Focus Inc. Common Stock(EFOI)(0.022B),EFOI
Consumer Durables|Building Products|LSI Industries Inc. Common Stock(LYTS)(0.241B),LYTS
Consumer Durables|Building Products|Orion Energy Systems Inc. Common Stock(OESX)(0.296B),OESX
Consumer Durables|Consumer Electronics/Appliances,NA
Consumer Durables|Consumer Electronics/Appliances|A.O. Smith Corporation Common Stock(AOS)(9.408B),AOS
Consumer Durables|Consumer Electronics/Appliances|NACCO Industries Inc. Common Stock(NC)(0.182B),NC
Consumer Durables|Consumer Electronics/Appliances|Viomi Technology Co. Ltd American Depositary Shares(VIOT)(0.739B),VIOT
Consumer Durables|Consumer Electronics/Appliances|Whirlpool Corporation Common Stock(WHR)(12.024B),WHR
Consumer Durables|Consumer Electronics/Appliances|iRobot Corporation Common Stock(IRBT)(3.453B),IRBT
Consumer Durables|Consumer Specialties,NA
Consumer Durables|Consumer Specialties|Central Garden & Pet Company Class A Common Stock Nonvoting(CENTA)(2.315B),CENTA
Consumer Durables|Consumer Specialties|Central Garden & Pet Company Common Stock(CENT)(2.536B),CENT
Consumer Durables|Consumer Specialties|Charles & Colvard Ltd Common Stock(CTHR)(0.066B),CTHR
Consumer Durables|Consumer Specialties|Educational Development Corporation Common Stock(EDUC)(0.134B),EDUC
Consumer Durables|Consumer Specialties|Hydrofarm Holdings Group Inc. Common Stock(HYFM)(2.811B),HYFM
Consumer Durables|Consumer Specialties|Natural Health Trends Corp. Common Stock(NHTC)(0.089B),NHTC
Consumer Durables|Containers/Packaging,NA
Consumer Durables|Containers/Packaging|Ardagh Group S.A. Common Shares(ARD)(4.663B),ARD
Consumer Durables|Containers/Packaging|Avery Dennison Corporation Common Stock(AVY)(14.395B),AVY
Consumer Durables|Containers/Packaging|Ball Corporation Common Stock(BLL)(29.561B),BLL
Consumer Durables|Containers/Packaging|Crown Holdings Inc.(CCK)(13.355B),CCK
Consumer Durables|Containers/Packaging|Document Security Systems Inc. Common Stock(DSS)(0.113B),DSS
Consumer Durables|Containers/Packaging|Graphic Packaging Holding Company(GPK)(4.297B),GPK
Consumer Durables|Containers/Packaging|IT Tech Packaging Inc. Common Stock(ITP)(0.063B),ITP
Consumer Durables|Containers/Packaging|Kimberly-Clark Corporation Common Stock(KMB)(44.728B),KMB
Consumer Durables|Containers/Packaging|O-I Glass Inc. Common Stock(OI)(1.935B),OI
Consumer Durables|Containers/Packaging|Packaging Corporation of America Common Stock(PKG)(12.582B),PKG
Consumer Durables|Containers/Packaging|Pactiv Evergreen Inc. Common stock(PTVE)(2.898B),PTVE
Consumer Durables|Containers/Packaging|Ranpak Holdings Corp Class A Common Stock(PACK)(1.472B),PACK
Consumer Durables|Containers/Packaging|Reynolds Consumer Products Inc. Common Stock(REYN)(6.283B),REYN
Consumer Durables|Containers/Packaging|Silgan Holdings Inc. Common Stock(SLGN)(4.265B),SLGN
Consumer Durables|Containers/Packaging|Sonoco Products Company Common Stock(SON)(5.954B),SON
Consumer Durables|Containers/Packaging|Westrock Company Common Stock(WRK)(11.315B),WRK
Consumer Durables|Diversified Electronic Products,NA
Consumer Durables|Diversified Electronic Products|Euro Tech Holdings Company Limited Common Stock(CLWT)(0.019B),CLWT
Consumer Durables|Diversified Electronic Products|SiteOne Landscape Supply Inc. Common Stock(SITE)(6.968B),SITE
Consumer Durables|Electrical Products,NA
Consumer Durables|Electrical Products|ABB Ltd Common Stock(ABB)(60.275B),ABB
Consumer Durables|Electrical Products|Blink Charging Co. Common Stock(BLNK)(1.853B),BLNK
Consumer Durables|Electrical Products|Blink Charging Co. Warrant(BLNKW)(0.000B),BLNKW
Consumer Durables|Electrical Products|Littelfuse Inc. Common Stock(LFUS)(6.512B),LFUS
Consumer Durables|Electrical Products|Newborn Acquisition Corp. Ordinary Shares(NBAC)(0.132B),NBAC
Consumer Durables|Electrical Products|Newborn Acquisition Corp. Right(NBACR)(0.000B),NBACR
Consumer Durables|Electrical Products|Newborn Acquisition Corp. Unit(NBACU)(0.000B),NBACU
Consumer Durables|Electrical Products|Newborn Acquisition Corp. Warrant(NBACW)(0.000B),NBACW
Consumer Durables|Electrical Products|Pioneer Power Solutions Inc. Common Stock(PPSI)(0.079B),PPSI
Consumer Durables|Electrical Products|Powell Industries Inc. Common Stock(POWL)(0.331B),POWL
Consumer Durables|Electronic Components,NA
Consumer Durables|Electronic Components|CF Finance Acquisition Corp. II Class A Common Stock(CFII)(0.708B),CFII
Consumer Durables|Electronic Components|CF Finance Acquisition Corp. II Unit(CFIIU)(0.000B),CFIIU
Consumer Durables|Electronic Components|CF Finance Acquisition Corp. II Warrant(CFIIW)(0.000B),CFIIW
Consumer Durables|Electronic Components|Tecnoglass Inc. Ordinary Shares(TGLS)(0.358B),TGLS
Consumer Durables|Home Furnishings,NA
Consumer Durables|Home Furnishings|Bassett Furniture Industries Incorporated Common Stock(BSET)(0.215B),BSET
Consumer Durables|Home Furnishings|Casper Sleep Inc. Common Stock(CSPR)(0.407B),CSPR
Consumer Durables|Home Furnishings|D/B/A Compass Diversified Holdings Shares of Beneficial Interest(CODI)(1.510B),CODI
Consumer Durables|Home Furnishings|Dixie Group Inc. (The) Common Stock(DXYN)(0.081B),DXYN
Consumer Durables|Home Furnishings|Ethan Allen Interiors Inc. Common Stock(ETH)(0.610B),ETH
Consumer Durables|Home Furnishings|Flexsteel Industries Inc. Common Stock(FLXS)(0.233B),FLXS
Consumer Durables|Home Furnishings|Hamilton Beach Brands Holding Company Class A Common Stock(HBB)(0.244B),HBB
Consumer Durables|Home Furnishings|Helen of Troy Limited Common Stock(HELE)(5.502B),HELE
Consumer Durables|Home Furnishings|Hooker Furniture Corporation Common Stock(HOFT)(0.381B),HOFT
Consumer Durables|Home Furnishings|Interface Inc. Common Stock(TILE)(0.658B),TILE
Consumer Durables|Home Furnishings|Kimball International Inc. Class B Common Stock(KBAL)(0.432B),KBAL
Consumer Durables|Home Furnishings|La-Z-Boy Incorporated Common Stock(LZB)(1.754B),LZB
Consumer Durables|Home Furnishings|Leggett & Platt Incorporated Common Stock(LEG)(5.546B),LEG
Consumer Durables|Home Furnishings|Mohawk Group Holdings Inc. Common Stock(MWK)(1.292B),MWK
Consumer Durables|Home Furnishings|Mohawk Industries Inc. Common Stock(MHK)(11.842B),MHK
Consumer Durables|Home Furnishings|Natuzzi S.p.A.(NTZ)(0.133B),NTZ
Consumer Durables|Home Furnishings|Nova Lifestyle Inc. Common Stock(NVFY)(0.019B),NVFY
Consumer Durables|Home Furnishings|Purple Innovation Inc. Common Stock(PRPL)(2.473B),PRPL
Consumer Durables|Home Furnishings|Sleep Number Corporation Common Stock(SNBR)(3.365B),SNBR
Consumer Durables|Home Furnishings|Tempur Sealy International Inc. Common Stock(TPX)(6.559B),TPX
Consumer Durables|Industrial Machinery/Components,NA
Consumer Durables|Industrial Machinery/Components|Watsco Inc. Common Stock(WSO)(9.292B),WSO
Consumer Durables|Industrial Specialties,NA
Consumer Durables|Industrial Specialties|AerSale Corporation Common Stock(ASLE)(0.471B),ASLE
Consumer Durables|Industrial Specialties|AerSale Corporation Warrants(ASLEW)(0.000B),ASLEW
Consumer Durables|Industrial Specialties|Applied Industrial Technologies Inc. Common Stock(AIT)(3.156B),AIT
Consumer Durables|Industrial Specialties|Hudson Technologies Inc. Common Stock(HDSN)(0.072B),HDSN
Consumer Durables|Industrial Specialties|Lawson Products Inc. Common Stock(LAWS)(0.454B),LAWS
Consumer Durables|Industrial Specialties|Pool Corporation Common Stock(POOL)(13.270B),POOL
Consumer Durables|Industrial Specialties|Schnitzer Steel Industries Inc. Class A Common Stock(SCHN)(0.916B),SCHN
Consumer Durables|Industrial Specialties|Virco Manufacturing Corporation Common Stock(VIRC)(0.058B),VIRC
Consumer Durables|Industrial Specialties|Willis Lease Finance Corporation Common Stock(WLFC)(0.200B),WLFC
Consumer Durables|Industrial Specialties|urban-gro Inc. Common Stock(UGRO)(0.000B),UGRO
Consumer Durables|Metal Fabrications,NA
Consumer Durables|Metal Fabrications|American Superconductor Corporation Common Stock(AMSC)(0.668B),AMSC
Consumer Durables|Metal Fabrications|Franklin Electric Co. Inc. Common Stock(FELE)(3.379B),FELE
Consumer Durables|Metal Fabrications|Generac Holdlings Inc. Common Stock(GNRC)(22.089B),GNRC
Consumer Durables|Metal Fabrications|Regal Beloit Corporation Common Stock(RBC)(5.250B),RBC
Consumer Durables|Miscellaneous manufacturing industries,NA
Consumer Durables|Miscellaneous manufacturing industries|Amcor plc Ordinary Shares(AMCR)(17.838B),AMCR
Consumer Durables|Miscellaneous manufacturing industries|Array Technologies Inc. Common Stock(ARRY)(5.147B),ARRY
Consumer Durables|Miscellaneous manufacturing industries|Brady Corporation Common Stock(BRC)(2.684B),BRC
Consumer Durables|Miscellaneous manufacturing industries|Daktronics Inc. Common Stock(DAKT)(0.244B),DAKT
Consumer Durables|Miscellaneous manufacturing industries|Dogness (International) Corporation Class A Common Stock(DOGZ)(0.074B),DOGZ
Consumer Durables|Miscellaneous manufacturing industries|Hillenbrand Inc Common Stock(HI)(3.302B),HI
Consumer Durables|Miscellaneous manufacturing industries|Oil-Dri Corporation Of America Common Stock(ODC)(0.261B),ODC
Consumer Durables|Miscellaneous manufacturing industries|PlayAGS Inc. Common Stock(AGS)(0.247B),AGS
Consumer Durables|Miscellaneous manufacturing industries|Sigma Labs Inc. Common Stock(SGLB)(0.029B),SGLB
Consumer Durables|Miscellaneous manufacturing industries|Sigma Labs Inc. Warrant(SGLBW)(0.000B),SGLBW
Consumer Durables|Miscellaneous manufacturing industries|Summer Infant Inc. Common Stock(SUMR)(0.038B),SUMR
Consumer Durables|Miscellaneous manufacturing industries|VirTra Inc. Common Stock(VTSI)(0.042B),VTSI
Consumer Durables|Office Equipment/Supplies/Services,NA
Consumer Durables|Office Equipment/Supplies/Services|HNI Corporation Common Stock(HNI)(1.471B),HNI
Consumer Durables|Office Equipment/Supplies/Services|Herman Miller Inc. Common Stock(MLHR)(2.202B),MLHR
Consumer Durables|Office Equipment/Supplies/Services|Knoll Inc. Common Stock(KNL)(0.783B),KNL
Consumer Durables|Office Equipment/Supplies/Services|Steelcase Inc. Common Stock(SCS)(1.490B),SCS
Consumer Durables|Publishing,NA
Consumer Durables|Publishing|Acco Brands Corporation Common Stock(ACCO)(0.778B),ACCO
Consumer Durables|Publishing|Deluxe Corporation Common Stock(DLX)(1.638B),DLX
Consumer Durables|Specialty Chemicals,NA
Consumer Durables|Specialty Chemicals|Aphria Inc. Common Shares(APHA)(6.091B),APHA
Consumer Durables|Specialty Chemicals|Ashland Global Holdings Inc. Common Stock(ASH)(5.196B),ASH
Consumer Durables|Specialty Chemicals|Aurora Cannabis Inc. Common Shares(ACB)(2.373B),ACB
Consumer Durables|Specialty Chemicals|Canopy Growth Corporation Common Shares(CGC)(13.811B),CGC
Consumer Durables|Specialty Chemicals|ChromaDex Corporation Common Stock(CDXC)(0.465B),CDXC
Consumer Durables|Specialty Chemicals|Clorox Company (The) Common Stock(CLX)(23.856B),CLX
Consumer Durables|Specialty Chemicals|Cronos Group Inc. Common Share(CRON)(4.175B),CRON
Consumer Durables|Specialty Chemicals|Cyanotech Corporation Common Stock(CYAN)(0.022B),CYAN
Consumer Durables|Specialty Chemicals|HEXO Corp. Common Shares(HEXO)(0.946B),HEXO
Consumer Durables|Specialty Chemicals|Happiness Biotech Group Limited Ordinary Shares(HAPP)(0.058B),HAPP
Consumer Durables|Specialty Chemicals|Hawkins Inc. Common Stock(HWKN)(0.640B),HWKN
Consumer Durables|Specialty Chemicals|Mannatech Incorporated Common Stock(MTEX)(0.038B),MTEX
Consumer Durables|Specialty Chemicals|MediWound Ltd. Ordinary Shares(MDWD)(0.150B),MDWD
Consumer Durables|Specialty Chemicals|Natural Alternatives International Inc. Common Stock(NAII)(0.104B),NAII
Consumer Durables|Specialty Chemicals|Ocean Bio-Chem Inc. Common Stock(OBCI)(0.097B),OBCI
Consumer Durables|Specialty Chemicals|Sundial Growers Inc. Common Shares(SNDL)(2.186B),SNDL
Consumer Durables|Specialty Chemicals|Tilray Inc. Class 2 Common Stock(TLRY)(4.289B),TLRY
Consumer Durables|Specialty Chemicals|USANA Health Sciences Inc. Common Stock(USNA)(1.904B),USNA
Consumer Durables|Specialty Chemicals|Univar Solutions Inc. Common Stock(UNVR)(3.443B),UNVR
Consumer Durables|Specialty Chemicals|Vesper Healthcare Acquisition Corp. Class A Common Stock(VSPR)(0.647B),VSPR
Consumer Durables|Specialty Chemicals|Vesper Healthcare Acquisition Corp. Unit(VSPRU)(0.000B),VSPRU
Consumer Durables|Specialty Chemicals|Vesper Healthcare Acquisition Corp. Warrant(VSPRW)(0.000B),VSPRW
Consumer Durables|Steel/Iron Ore,NA
Consumer Durables|Steel/Iron Ore|Code Chain New Continent Limited Common Stock(CCNC)(0.206B),CCNC
