id,value
Capital Goods|Auto Parts:O.E.M.|Cooper-Standard Holdings Inc. Common Stock(CPS)(0.552B),CPS
Capital Goods|Auto Parts:O.E.M.|Dana Incorporated Common Stock(DAN)(3.033B),DAN
Capital Goods|Auto Parts:O.E.M.|Dorman Products Inc. Common Stock(DORM)(2.989B),DORM
Capital Goods|Auto Parts:O.E.M.|Gentex Corporation Common Stock(GNTX)(8.552B),GNTX
Capital Goods|Auto Parts:O.E.M.|Gentherm Inc Common Stock(THRM)(2.272B),THRM
Capital Goods|Auto Parts:O.E.M.|Horizon Global Corporation Common Shares(HZN)(0.256B),HZN
Capital Goods|Auto Parts:O.E.M.|Icahn Enterprises L.P. Common Stock(IEP)(15.162B),IEP
Capital Goods|Auto Parts:O.E.M.|InterPrivate Acquisition Corp. Common Stock(IPV)(0.538B),IPV
Capital Goods|Auto Parts:O.E.M.|LCI Industries(LCII)(3.597B),LCII
Capital Goods|Auto Parts:O.E.M.|Lear Corporation Common Stock(LEA)(9.723B),LEA
Capital Goods|Auto Parts:O.E.M.|Luminar Technologies Inc.  Class A Common Stock(LAZR)(10.638B),LAZR
Capital Goods|Auto Parts:O.E.M.|Luminar Technologies Inc. Warrant(LAZRW)(0.000B),LAZRW
Capital Goods|Auto Parts:O.E.M.|Lydall Inc. Common Stock(LDL)(0.571B),LDL
Capital Goods|Auto Parts:O.E.M.|Magna International Inc. Common Stock(MGA)(22.579B),MGA
Capital Goods|Auto Parts:O.E.M.|Meritor Inc. Common Stock(MTOR)(2.192B),MTOR
Capital Goods|Auto Parts:O.E.M.|Modine Manufacturing Company Common Stock(MOD)(0.698B),MOD
Capital Goods|Auto Parts:O.E.M.|Motorcar Parts  of America Inc. Common Stock(MPAA)(0.380B),MPAA
Capital Goods|Auto Parts:O.E.M.|Patrick Industries Inc. Common Stock(PATK)(1.879B),PATK
Capital Goods|Auto Parts:O.E.M.|Romeo Power Inc. Class A Common Stock(RMO)(1.814B),RMO
Capital Goods|Auto Parts:O.E.M.|STRATTEC SECURITY CORPORATION Common Stock(STRT)(0.221B),STRT
Capital Goods|Auto Parts:O.E.M.|Standard Motor Products Inc. Common Stock(SMP)(0.912B),SMP
Capital Goods|Auto Parts:O.E.M.|Stoneridge Inc. Common Stock(SRI)(0.784B),SRI
Capital Goods|Auto Parts:O.E.M.|Superior Industries International Inc. Common Stock (DE)(SUP)(0.154B),SUP
Capital Goods|Auto Parts:O.E.M.|Tenneco Inc. Class A Voting Common Stock(TEN)(0.811B),TEN
Capital Goods|Auto Parts:O.E.M.|Trane Technologies plc(TT)(35.645B),TT
Capital Goods|Auto Parts:O.E.M.|Unique Fabricating Inc. Common Stock(UFAB)(0.071B),UFAB
Capital Goods|Auto Parts:O.E.M.|Veoneer Inc. Common Stock(VNE)(3.062B),VNE
Capital Goods|Auto Parts:O.E.M.|Visteon Corporation Common Stock(VC)(3.416B),VC
Capital Goods|Auto Parts:O.E.M.|XL Fleet Corp. Class A Common Stock(XL)(2.378B),XL
Capital Goods|Automotive Aftermarket,NA
Capital Goods|Automotive Aftermarket|Genuine Parts Company Common Stock(GPC)(14.585B),GPC
Capital Goods|Biotechnology: Laboratory Analytical Instruments,NA
Capital Goods|Biotechnology: Laboratory Analytical Instruments|10x Genomics Inc. Class A Common Stock(TXG)(20.055B),TXG
Capital Goods|Biotechnology: Laboratory Analytical Instruments|Accelerate Diagnostics Inc. Common Stock(AXDX)(0.745B),AXDX
Capital Goods|Biotechnology: Laboratory Analytical Instruments|Agilent Technologies Inc. Common Stock(A)(38.992B),A
Capital Goods|Biotechnology: Laboratory Analytical Instruments|Astrotech Corporation (DE) Common Stock(ASTC)(0.057B),ASTC
Capital Goods|Biotechnology: Laboratory Analytical Instruments|Avantor Inc. Common Stock(AVTR)(16.698B),AVTR
Capital Goods|Biotechnology: Laboratory Analytical Instruments|Berkeley Lights Inc. Common Stock(BLI)(4.700B),BLI
Capital Goods|Biotechnology: Laboratory Analytical Instruments|Bio-Rad Laboratories Inc. Class A Common Stock(BIO)(19.443B),BIO
Capital Goods|Biotechnology: Laboratory Analytical Instruments|Bionano Genomics Inc. Common Stock(BNGO)(3.485B),BNGO
Capital Goods|Biotechnology: Laboratory Analytical Instruments|Bionano Genomics Inc. Warrant(BNGOW)(0.000B),BNGOW
Capital Goods|Biotechnology: Laboratory Analytical Instruments|Bruker Corporation Common Stock(BRKR)(9.546B),BRKR
Capital Goods|Biotechnology: Laboratory Analytical Instruments|Coherent Inc. Common Stock(COHR)(6.173B),COHR
Capital Goods|Biotechnology: Laboratory Analytical Instruments|EyePoint Pharmaceuticals Inc. Common Stock(EYPT)(0.388B),EYPT
Capital Goods|Biotechnology: Laboratory Analytical Instruments|Fluidigm Corporation Common Stock(FLDM)(0.476B),FLDM
Capital Goods|Biotechnology: Laboratory Analytical Instruments|HTG Molecular Diagnostics Inc. Common Stock(HTGM)(0.034B),HTGM
Capital Goods|Biotechnology: Laboratory Analytical Instruments|Harvard Bioscience Inc. Common Stock(HBIO)(0.177B),HBIO
Capital Goods|Biotechnology: Laboratory Analytical Instruments|Illumina Inc. Common Stock(ILMN)(70.925B),ILMN
Capital Goods|Biotechnology: Laboratory Analytical Instruments|Mettler-Toledo International Inc. Common Stock(MTD)(26.931B),MTD
Capital Goods|Biotechnology: Laboratory Analytical Instruments|Pacific Biosciences of California Inc. Common Stock(PACB)(8.253B),PACB
Capital Goods|Biotechnology: Laboratory Analytical Instruments|PerkinElmer Inc. Common Stock(PKI)(15.968B),PKI
Capital Goods|Biotechnology: Laboratory Analytical Instruments|Precipio Inc.  Common Stock(PRPO)(0.055B),PRPO
Capital Goods|Biotechnology: Laboratory Analytical Instruments|Quanterix Corporation Common Stock(QTRX)(2.786B),QTRX
Capital Goods|Biotechnology: Laboratory Analytical Instruments|Seer Inc. Class A Common Stock(SEER)(3.755B),SEER
Capital Goods|Biotechnology: Laboratory Analytical Instruments|Talis Biomedical Corporation Common Stock(TLIS)(0.575B),TLIS
Capital Goods|Biotechnology: Laboratory Analytical Instruments|Waters Corporation Common Stock(WAT)(17.423B),WAT
Capital Goods|Building Materials,NA
Capital Goods|Building Materials|Antelope Enterprise Holdings Limited Common Stock (0.024 par)(AEHL)(0.012B),AEHL
Capital Goods|Building Materials|CPS Technologies Corp. Common Stock(CPSH)(0.304B),CPSH
Capital Goods|Building Materials|CRH PLC American Depositary Shares(CRH)(34.095B),CRH
Capital Goods|Building Materials|Caesarstone Ltd. Ordinary Shares(CSTE)(0.457B),CSTE
Capital Goods|Building Materials|Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares)(CPAC)(0.712B),CPAC
Capital Goods|Building Materials|Cemex S.A.B. de C.V. Sponsored ADR(CX)(9.246B),CX
Capital Goods|Building Materials|Eagle Materials Inc Common Stock(EXP)(5.096B),EXP
Capital Goods|Building Materials|Forterra Inc. Common Stock(FRTA)(1.384B),FRTA
Capital Goods|Building Materials|James Hardie Industries plc American Depositary Shares (Ireland)(JHX)(13.663B),JHX
Capital Goods|Building Materials|Loma Negra Compania Industrial Argentina Sociedad Anonima ADS(LOMA)(0.728B),LOMA
Capital Goods|Building Materials|Smith-Midland Corporation Common Stock(SMID)(0.058B),SMID
Capital Goods|Building Materials|U.S. Concrete Inc. Common Stock(USCR)(0.796B),USCR
Capital Goods|Building Products,NA
Capital Goods|Building Products|Babcock & Wilcox Enterprises Inc. 8.125% Senior Notes due 2026(BWSN)(0.000B),BWSN
Capital Goods|Building Products|Babcock & Wilcox Enterprises Inc. Common Stock(BW)(0.554B),BW
Capital Goods|Building Products|Griffon Corporation Common Stock(GFF)(1.330B),GFF
Capital Goods|Building Products|PGT Innovations Inc.(PGTI)(1.306B),PGTI
Capital Goods|Construction/Ag Equipment/Trucks,NA
Capital Goods|Construction/Ag Equipment/Trucks|Astec Industries Inc. Common Stock(ASTE)(1.402B),ASTE
Capital Goods|Construction/Ag Equipment/Trucks|Blue Bird Corporation Common Stock(BLBD)(0.531B),BLBD
Capital Goods|Construction/Ag Equipment/Trucks|CNH Industrial N.V. Common Shares(CNHI)(19.310B),CNHI
Capital Goods|Construction/Ag Equipment/Trucks|Caterpillar Inc. Common Stock(CAT)(108.608B),CAT
Capital Goods|Construction/Ag Equipment/Trucks|Columbus McKinnon Corporation Common Stock(CMCO)(1.129B),CMCO
Capital Goods|Construction/Ag Equipment/Trucks|Douglas Dynamics Inc. Common Stock(PLOW)(1.048B),PLOW
Capital Goods|Construction/Ag Equipment/Trucks|Gencor Industries Inc. Common Stock(GENC)(0.188B),GENC
Capital Goods|Construction/Ag Equipment/Trucks|GreenPower Motor Company Inc. Common Shares(GP)(0.597B),GP
Capital Goods|Construction/Ag Equipment/Trucks|Hyliion Holdings Corp. Class A Common Stock(HYLN)(2.873B),HYLN
Capital Goods|Construction/Ag Equipment/Trucks|Hyster-Yale Materials Handling Inc. Class A Common Stock(HY)(1.579B),HY
Capital Goods|Construction/Ag Equipment/Trucks|Manitowoc Company Inc. (The) Common Stock(MTW)(0.499B),MTW
Capital Goods|Construction/Ag Equipment/Trucks|Miller Industries Inc. Common Stock(MLR)(0.457B),MLR
Capital Goods|Construction/Ag Equipment/Trucks|Terex Corporation Common Stock(TEX)(2.644B),TEX
Capital Goods|Construction/Ag Equipment/Trucks|Wabash National Corporation Common Stock(WNC)(0.879B),WNC
Capital Goods|Containers/Packaging,NA
Capital Goods|Containers/Packaging|Advanced Drainage Systems Inc. Common Stock(WMS)(6.898B),WMS
Capital Goods|Containers/Packaging|China XD Plastics Company Limited Common Stock(CXDC)(0.080B),CXDC
Capital Goods|Electrical Products,NA
Capital Goods|Electrical Products|Aehr Test Systems Common Stock(AEHR)(0.079B),AEHR
Capital Goods|Electrical Products|Allied Motion Technologies Inc.(AMOT)(0.445B),AMOT
Capital Goods|Electrical Products|Amphenol Corporation Common Stock(APH)(78.333B),APH
Capital Goods|Electrical Products|Bel Fuse Inc. Class A Common Stock(BELFA)(0.187B),BELFA
Capital Goods|Electrical Products|Bel Fuse Inc. Class B Common Stock(BELFB)(0.188B),BELFB
Capital Goods|Electrical Products|Cemtrex Inc. Common Stock(CETX)(0.046B),CETX
Capital Goods|Electrical Products|Cemtrex Inc. Series 1 Preferred Stock(CETXP)(0.000B),CETXP
Capital Goods|Electrical Products|Cemtrex Inc. Series 1 Warrant(CETXW)(0.000B),CETXW
Capital Goods|Electrical Products|Cohu Inc. Common Stock(COHU)(1.980B),COHU
Capital Goods|Electrical Products|Data I/O Corporation Common Stock(DAIO)(0.049B),DAIO
Capital Goods|Electrical Products|EXFO Inc(EXFO)(0.264B),EXFO
Capital Goods|Electrical Products|Frequency Electronics Inc. Common Stock(FEIM)(0.112B),FEIM
Capital Goods|Electrical Products|Hubbell Inc Common Stock(HUBB)(9.112B),HUBB
Capital Goods|Electrical Products|Intricon Corporation Common Stock(IIN)(0.201B),IIN
Capital Goods|Electrical Products|Itron Inc. Common Stock(ITRI)(4.051B),ITRI
Capital Goods|Electrical Products|MICT Inc. Common Stock(MICT)(0.248B),MICT
Capital Goods|Electrical Products|Mercury Systems Inc Common Stock(MRCY)(4.006B),MRCY
Capital Goods|Electrical Products|Methode Electronics Inc. Common Stock(MEI)(1.431B),MEI
Capital Goods|Electrical Products|RF Industries Ltd. Common Stock(RFIL)(0.059B),RFIL
Capital Goods|Electrical Products|Teradyne Inc. Common Stock(TER)(22.667B),TER
Capital Goods|Electrical Products|Transcat Inc. Common Stock(TRNS)(0.324B),TRNS
Capital Goods|Electrical Products|Universal Display Corporation Common Stock(OLED)(11.171B),OLED
Capital Goods|Electrical Products|Vishay Intertechnology Inc. Common Stock(VSH)(3.343B),VSH
Capital Goods|Electrical Products|Vishay Precision Group Inc. Common Stock(VPG)(0.446B),VPG
Capital Goods|Electrical Products|inTest Corporation Common Stock(INTT)(0.090B),INTT
Capital Goods|Electronic Components,NA
Capital Goods|Electronic Components|Camtek Ltd. Ordinary Shares(CAMT)(1.259B),CAMT
Capital Goods|Electronic Components|CyberOptics Corporation Common Stock(CYBE)(0.201B),CYBE
Capital Goods|Electronic Components|II-VI Incorporated 6.00% Series A Mandatory Convertible Preferred Stock(IIVIP)(0.000B),IIVIP
Capital Goods|Electronic Components|II-VI Incorporated Common Stock(IIVI)(9.181B),IIVI
Capital Goods|Electronic Components|KLA Corporation Common Stock(KLAC)(50.099B),KLAC
Capital Goods|Electronic Components|Nova Measuring Instruments Ltd. Ordinary Shares(NVMI)(2.347B),NVMI
Capital Goods|Engineering & Construction,NA
Capital Goods|Engineering & Construction|Comfort Systems USA Inc. Common Stock(FIX)(2.171B),FIX
Capital Goods|Engineering & Construction|EMCOR Group Inc. Common Stock(EME)(4.967B),EME
Capital Goods|Engineering & Construction|IES Holdings Inc. Common Stock(IESC)(0.911B),IESC
Capital Goods|Engineering & Construction|Quanta Services Inc. Common Stock(PWR)(10.537B),PWR
Capital Goods|Fluid Controls,NA
Capital Goods|Fluid Controls|Ampco-Pittsburgh Corporation Common Stock(AP)(0.141B),AP
Capital Goods|Fluid Controls|Colfax Corporation 5.75% Tangible Equity Units(CFXA)(0.000B),CFXA
Capital Goods|Fluid Controls|Colfax Corporation Common Stock(CFX)(4.790B),CFX
Capital Goods|Fluid Controls|Flowserve Corporation Common Stock(FLS)(4.973B),FLS
Capital Goods|Fluid Controls|Gorman-Rupp Company (The) Common Stock(GRC)(0.814B),GRC
Capital Goods|Fluid Controls|Graco Inc. Common Stock(GGG)(11.592B),GGG
Capital Goods|Fluid Controls|IDEX Corporation Common Stock(IEX)(14.658B),IEX
Capital Goods|Fluid Controls|ITT Inc. Common Stock(ITT)(6.641B),ITT
Capital Goods|Fluid Controls|Xylem Inc. Common Stock New(XYL)(17.463B),XYL
Capital Goods|Homebuilding,NA
Capital Goods|Homebuilding|Beazer Homes USA Inc. Common Stock(BZH)(0.556B),BZH
Capital Goods|Homebuilding|Century Communities Inc. Common Stock(CCS)(1.872B),CCS
Capital Goods|Homebuilding|D.R. Horton Inc. Common Stock(DHI)(28.456B),DHI
Capital Goods|Homebuilding|Dream Finders Homes Inc. Class A Common Stock(DFH)(2.386B),DFH
Capital Goods|Homebuilding|Green Brick Partners Inc. Common Stock(GRBK)(1.028B),GRBK
Capital Goods|Homebuilding|Harbor Custom Development Inc. Common Stock(HCDI)(0.057B),HCDI
Capital Goods|Homebuilding|Hovnanian Enterprises Inc Dep Shr Srs A Pfd(HOVNP)(0.000B),HOVNP
Capital Goods|Homebuilding|Hovnanian Enterprises Inc. Class A Common Stock(HOV)(0.357B),HOV
Capital Goods|Homebuilding|KB Home Common Stock(KBH)(4.020B),KBH
Capital Goods|Homebuilding|LGI Homes Inc. Common Stock(LGIH)(2.913B),LGIH
Capital Goods|Homebuilding|Landsea Homes Corporation Common Stock(LSEA)(0.407B),LSEA
Capital Goods|Homebuilding|Landsea Homes Corporation Warrant(LSEAW)(0.000B),LSEAW
Capital Goods|Homebuilding|M.D.C. Holdings Inc. Common Stock(MDC)(3.665B),MDC
Capital Goods|Homebuilding|M/I Homes Inc. Common Stock(MHO)(1.478B),MHO
Capital Goods|Homebuilding|Meritage Homes Corporation Common Stock(MTH)(3.107B),MTH
Capital Goods|Homebuilding|NVR Inc. Common Stock(NVR)(17.324B),NVR
Capital Goods|Homebuilding|New Home Company Inc. (The) Common Stock(NWHM)(0.092B),NWHM
Capital Goods|Homebuilding|PulteGroup Inc. Common Stock(PHM)(12.090B),PHM
Capital Goods|Homebuilding|Taylor Morrison Home Corporation Common Stock(TMHC)(3.637B),TMHC
Capital Goods|Homebuilding|Toll Brothers Inc. Common Stock(TOL)(6.627B),TOL
Capital Goods|Homebuilding|Tri Pointe Homes Inc. Common Stock(TPH)(2.370B),TPH
Capital Goods|Industrial Machinery/Components,NA
Capital Goods|Industrial Machinery/Components|908 Devices Inc. Common Stock(MASS)(1.682B),MASS
Capital Goods|Industrial Machinery/Components|AAON Inc. Common Stock(AAON)(3.944B),AAON
Capital Goods|Industrial Machinery/Components|AGCO Corporation Common Stock(AGCO)(8.619B),AGCO
Capital Goods|Industrial Machinery/Components|AMETEK Inc.(AME)(27.366B),AME
Capital Goods|Industrial Machinery/Components|Acme United Corporation. Common Stock(ACU)(0.111B),ACU
Capital Goods|Industrial Machinery/Components|Advanced Energy Industries Inc. Common Stock(AEIS)(4.060B),AEIS
Capital Goods|Industrial Machinery/Components|Alamo Group Inc. Common Stock(ALG)(1.783B),ALG
Capital Goods|Industrial Machinery/Components|Alta Equipment Group Inc. Class A Common Stock(ALTG)(0.309B),ALTG
Capital Goods|Industrial Machinery/Components|Altra Industrial Motion Corp. Common Stock(AIMC)(3.564B),AIMC
Capital Goods|Industrial Machinery/Components|Art's-Way Manufacturing Co. Inc. Common Stock(ARTW)(0.017B),ARTW
Capital Goods|Industrial Machinery/Components|Ault Global Holdings Inc. Common Stock(DPW)(0.187B),DPW
Capital Goods|Industrial Machinery/Components|Badger Meter Inc. Common Stock(BMI)(3.054B),BMI
Capital Goods|Industrial Machinery/Components|Bonso Electronics International Inc. Common Stock(BNSO)(0.031B),BNSO
Capital Goods|Industrial Machinery/Components|Carrier Global Corporation Common Stock(CARR)(31.857B),CARR
Capital Goods|Industrial Machinery/Components|ClearSign Technologies Corporation Common Stock(CLIR)(0.140B),CLIR
Capital Goods|Industrial Machinery/Components|Coda Octopus Group Inc. Common stock(CODA)(0.090B),CODA
Capital Goods|Industrial Machinery/Components|Cognex Corporation Common Stock(CGNX)(15.093B),CGNX
Capital Goods|Industrial Machinery/Components|Colonnade Acquisition Corp. Class A Ordinary Shares(CLA)(0.370B),CLA
Capital Goods|Industrial Machinery/Components|CompX International Inc. Common Stock(CIX)(0.177B),CIX
Capital Goods|Industrial Machinery/Components|Crown Electrokinetics Corp. Common Stock(CRKN)(0.073B),CRKN
Capital Goods|Industrial Machinery/Components|Cubic Corporation Common Stock(CUB)(2.199B),CUB
Capital Goods|Industrial Machinery/Components|DXP Enterprises Inc. Common Stock(DXPE)(0.488B),DXPE
Capital Goods|Industrial Machinery/Components|Danaher Corporation Common Stock(DHR)(168.791B),DHR
Capital Goods|Industrial Machinery/Components|Deere & Company Common Stock(DE)(94.405B),DE
Capital Goods|Industrial Machinery/Components|Eastern Company (The) Common Stock(EML)(0.160B),EML
Capital Goods|Industrial Machinery/Components|Ekso Bionics Holdings Inc. Common Stock(EKSO)(0.100B),EKSO
Capital Goods|Industrial Machinery/Components|Electro-Sensors Inc. Common Stock(ELSE)(0.021B),ELSE
Capital Goods|Industrial Machinery/Components|Espey Mfg. & Electronics Corp. Common Stock(ESP)(0.052B),ESP
Capital Goods|Industrial Machinery/Components|FARO Technologies Inc. Common Stock(FARO)(1.605B),FARO
Capital Goods|Industrial Machinery/Components|FLIR Systems Inc. (DE) Common Stock(FLIR)(7.337B),FLIR
Capital Goods|Industrial Machinery/Components|Fortive Corporation Common Stock(FTV)(22.535B),FTV
Capital Goods|Industrial Machinery/Components|Garmin Ltd. Common Stock (Switzerland)(GRMN)(24.402B),GRMN
Capital Goods|Industrial Machinery/Components|Geospace Technologies Corporation Common Stock (Texas)(GEOS)(0.140B),GEOS
Capital Goods|Industrial Machinery/Components|Hurco Companies Inc. Common Stock(HURC)(0.212B),HURC
Capital Goods|Industrial Machinery/Components|Image Sensing Systems Inc. Common Stock(ISNS)(0.032B),ISNS
Capital Goods|Industrial Machinery/Components|Impinj Inc. Common Stock(PI)(1.591B),PI
Capital Goods|Industrial Machinery/Components|Kennametal Inc. Common Stock(KMT)(3.016B),KMT
Capital Goods|Industrial Machinery/Components|Keysight Technologies Inc. Common Stock(KEYS)(27.548B),KEYS
Capital Goods|Industrial Machinery/Components|Kornit Digital Ltd. Ordinary Shares(KRNT)(5.387B),KRNT
Capital Goods|Industrial Machinery/Components|L.S. Starrett Company (The) Common Stock(SCX)(0.041B),SCX
Capital Goods|Industrial Machinery/Components|L3Harris Technologies Inc. Common Stock(LHX)(39.755B),LHX
Capital Goods|Industrial Machinery/Components|LG Display Co Ltd AMERICAN DEPOSITORY SHARES(LPL)(7.715B),LPL
Capital Goods|Industrial Machinery/Components|LGL Group Inc. (The) Common Stock(LGL)(0.058B),LGL
Capital Goods|Industrial Machinery/Components|Landcadia Holdings III Inc. Unit(LCYAU)(0.000B),LCYAU
Capital Goods|Industrial Machinery/Components|Landcadia Holdings III Inc. Warrant(LCYAW)(0.000B),LCYAW
Capital Goods|Industrial Machinery/Components|Lennox International Inc. Common Stock(LII)(11.135B),LII
Capital Goods|Industrial Machinery/Components|Lifetime Brands Inc. Common Stock(LCUT)(0.285B),LCUT
Capital Goods|Industrial Machinery/Components|Lindsay Corporation Common Stock(LNN)(1.746B),LNN
Capital Goods|Industrial Machinery/Components|MIND Technology Inc. Common Stock (DE)(MIND)(0.033B),MIND
Capital Goods|Industrial Machinery/Components|MIND Technology Inc. Series A 9.00% Series A Cumulative Preferred Stock (DE)(MINDP)(0.000B),MINDP
Capital Goods|Industrial Machinery/Components|MKS Instruments Inc. Common Stock(MKSI)(8.761B),MKSI
Capital Goods|Industrial Machinery/Components|MRC Global Inc. Common Stock(MRC)(0.706B),MRC
Capital Goods|Industrial Machinery/Components|MSC Industrial Direct Company Inc. Common Stock(MSM)(4.752B),MSM
Capital Goods|Industrial Machinery/Components|MTS Systems Corporation Common Stock(MTSC)(1.140B),MTSC
Capital Goods|Industrial Machinery/Components|Mesa Laboratories Inc. Common Stock(MLAB)(1.430B),MLAB
Capital Goods|Industrial Machinery/Components|MicroVision Inc. Common Stock(MVIS)(2.730B),MVIS
Capital Goods|Industrial Machinery/Components|Neonode Inc. Common Stock(NEON)(0.106B),NEON
Capital Goods|Industrial Machinery/Components|Nordson Corporation Common Stock(NDSN)(10.789B),NDSN
Capital Goods|Industrial Machinery/Components|Nortech Systems Incorporated Common Stock(NSYS)(0.021B),NSYS
Capital Goods|Industrial Machinery/Components|Northrop Grumman Corporation Common Stock(NOC)(49.659B),NOC
Capital Goods|Industrial Machinery/Components|Onto Innovation Inc. Common Stock(ONTO)(3.069B),ONTO
