id,value
Consumer Services|Broadcasting|Mediaco Holding Inc. Class A Common Stock(MDIA)(0.027B),MDIA
Consumer Services|Broadcasting|Nexstar Media Group Inc. Class A Common Stock(NXST)(5.488B),NXST
Consumer Services|Broadcasting|Phoenix New Media Limited American Depositary Shares each representing 8 Class A ordinary shares.(FENG)(0.162B),FENG
Consumer Services|Broadcasting|Saga Communications Inc. Class A Common Stock (FL)(SGA)(0.116B),SGA
Consumer Services|Broadcasting|Salem Media Group Inc. Class A Common Stock(SALM)(0.076B),SALM
Consumer Services|Broadcasting|Sinclair Broadcast Group Inc. Class A Common Stock(SBGI)(2.428B),SBGI
Consumer Services|Broadcasting|Sirius XM Holdings Inc. Common Stock(SIRI)(24.923B),SIRI
Consumer Services|Broadcasting|Spotify Technology S.A. Ordinary Shares(SPOT)(67.503B),SPOT
Consumer Services|Broadcasting|TEGNA Inc(TGNA)(3.920B),TGNA
Consumer Services|Broadcasting|Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares(TME)(44.975B),TME
Consumer Services|Broadcasting|Townsquare Media Inc. Class A Common Stock(TSQ)(0.201B),TSQ
Consumer Services|Broadcasting|Urban One Inc. Class A Common Stock(UONE)(0.301B),UONE
Consumer Services|Broadcasting|Urban One Inc. Class D Common Stock(UONEK)(0.079B),UONEK
Consumer Services|Broadcasting|ViacomCBS Inc. Class A Common Stock(VIACA)(38.387B),VIACA
Consumer Services|Broadcasting|ViacomCBS Inc. Class B Common Stock(VIAC)(38.362B),VIAC
Consumer Services|Broadcasting|iHeartMedia Inc. Class A Common Stock(IHRT)(1.039B),IHRT
Consumer Services|Building operators,NA
Consumer Services|Building operators|Brookfield Asset Management Inc. Common Stock(BAM)(66.137B),BAM
Consumer Services|Building operators|Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes(BAMI)(0.000B),BAMI
Consumer Services|Building operators|Brookfield Finance Inc. 4.625% Subordinated Notes due October 16 2080(BAMH)(0.000B),BAMH
Consumer Services|Building operators|Gyrodyne LLC Common Stock(GYRO)(0.025B),GYRO
Consumer Services|Building operators|IRSA Propiedades Comerciales S.A. American Depositary Shares(IRCP)(0.338B),IRCP
Consumer Services|Building operators|Intergroup Corporation (The) Common Stock(INTG)(0.079B),INTG
Consumer Services|Building operators|J. W. Mays Inc. Common Stock(MAYS)(0.056B),MAYS
Consumer Services|Building operators|New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership(NEN)(0.187B),NEN
Consumer Services|Building operators|Phoenix Tree Holdings Limited American Depositary Shares each representing ten (10) Class A ordinary shares(DNK)(0.647B),DNK
Consumer Services|Building operators|Piedmont Office Realty Trust Inc. Class A Common Stock(PDM)(2.069B),PDM
Consumer Services|Building operators|Spirit Realty Capital Inc. Common Stock(SRC)(4.679B),SRC
Consumer Services|Building operators|Trinity Place Holdings Inc. Common Stock(TPHS)(0.077B),TPHS
Consumer Services|Catalog/Specialty Distribution,NA
"Consumer Services|Catalog/Specialty Distribution|Amazon.com Inc. Common Stock(AMZN)(1,675.979B)",AMZN
Consumer Services|Catalog/Specialty Distribution|Baozun Inc. American Depositary Shares(BZUN)(3.939B),BZUN
Consumer Services|Catalog/Specialty Distribution|Betterware de Mexico S.A.B. de C.V. Ordinary Shares(BWMX)(1.458B),BWMX
Consumer Services|Catalog/Specialty Distribution|Blue Apron Holdings Inc. Class A Common Stock(APRN)(0.156B),APRN
Consumer Services|Catalog/Specialty Distribution|CDW Corporation Common Stock(CDW)(22.399B),CDW
Consumer Services|Catalog/Specialty Distribution|Chewy Inc. Class A Common Stock(CHWY)(45.511B),CHWY
Consumer Services|Catalog/Specialty Distribution|ContextLogic Inc. Class A Common Stock(WISH)(15.476B),WISH
Consumer Services|Catalog/Specialty Distribution|ECMOHO Limited American Depositary Shares(MOHO)(0.096B),MOHO
Consumer Services|Catalog/Specialty Distribution|Insight Enterprises Inc. Common Stock(NSIT)(2.901B),NSIT
Consumer Services|Catalog/Specialty Distribution|Jumia Technologies AG American Depositary Shares each representing two Ordinary Shares(JMIA)(4.864B),JMIA
Consumer Services|Catalog/Specialty Distribution|LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares(LITB)(0.503B),LITB
Consumer Services|Catalog/Specialty Distribution|MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share(MYTE)(2.826B),MYTE
Consumer Services|Catalog/Specialty Distribution|Overstock.com Inc. Common Stock(OSTK)(4.160B),OSTK
Consumer Services|Catalog/Specialty Distribution|Ozon Holdings PLC American Depositary Shares each ADS representing one ordinary share(OZON)(12.842B),OZON
Consumer Services|Catalog/Specialty Distribution|PC Connection Inc. Common Stock(CNXN)(1.390B),CNXN
Consumer Services|Catalog/Specialty Distribution|Poshmark Inc. Class A Common Stock(POSH)(5.003B),POSH
Consumer Services|Catalog/Specialty Distribution|QVC Inc. 6.250% Senior Secured Notes due 2068(QVCC)(0.000B),QVCC
Consumer Services|Catalog/Specialty Distribution|QVC Inc. 6.375% Senior Secured Notes due 2067(QVCD)(0.000B),QVCD
Consumer Services|Catalog/Specialty Distribution|Qurate Retail Inc. 8.0% Fixed Rate Cumulative Redeemable Preferred Stock(QRTEP)(0.000B),QRTEP
Consumer Services|Catalog/Specialty Distribution|Qurate Retail Inc. Series A Common Stock(QRTEA)(5.353B),QRTEA
Consumer Services|Catalog/Specialty Distribution|Qurate Retail Inc. Series B Common Stock(QRTEB)(5.353B),QRTEB
Consumer Services|Catalog/Specialty Distribution|Revolve Group Inc. Class A Common Stock(RVLV)(2.544B),RVLV
Consumer Services|Catalog/Specialty Distribution|Ruhnn Holding Limited American Depositary Shares(RUHN)(0.279B),RUHN
Consumer Services|Catalog/Specialty Distribution|Stitch Fix Inc. Class A Common Stock(SFIX)(8.052B),SFIX
Consumer Services|Catalog/Specialty Distribution|Vipshop Holdings Limited American Depositary Shares each representing two ordinary shares(VIPS)(23.273B),VIPS
Consumer Services|Catalog/Specialty Distribution|Wayfair Inc. Class A Common Stock(W)(27.989B),W
Consumer Services|Catalog/Specialty Distribution|Wunong Net Technology Company Limited Ordinary Shares(WNW)(0.476B),WNW
Consumer Services|Catalog/Specialty Distribution|iMedia Brands Inc. Class A Common Stock(IMBI)(0.100B),IMBI
Consumer Services|Clothing/Shoe/Accessory Stores,NA
Consumer Services|Clothing/Shoe/Accessory Stores|Abercrombie & Fitch Company Common Stock(ANF)(1.641B),ANF
Consumer Services|Clothing/Shoe/Accessory Stores|American Eagle Outfitters Inc. Common Stock(AEO)(4.086B),AEO
Consumer Services|Clothing/Shoe/Accessory Stores|Boot Barn Holdings Inc. Common Stock(BOOT)(1.731B),BOOT
Consumer Services|Clothing/Shoe/Accessory Stores|Buckle Inc. (The) Common Stock(BKE)(1.882B),BKE
Consumer Services|Clothing/Shoe/Accessory Stores|Cato Corporation (The) Class A Common Stock(CATO)(0.281B),CATO
Consumer Services|Clothing/Shoe/Accessory Stores|Chico's FAS Inc. Common Stock(CHS)(0.324B),CHS
Consumer Services|Clothing/Shoe/Accessory Stores|Children's Place Inc. (The) Common Stock(PLCE)(1.023B),PLCE
Consumer Services|Clothing/Shoe/Accessory Stores|Citi Trends Inc. Common Stock(CTRN)(0.727B),CTRN
Consumer Services|Clothing/Shoe/Accessory Stores|Designer Brands Inc. Class A Common Stock(DBI)(0.911B),DBI
Consumer Services|Clothing/Shoe/Accessory Stores|Duluth Holdings Inc. Class B Common Stock(DLTH)(0.441B),DLTH
Consumer Services|Clothing/Shoe/Accessory Stores|Express Inc. Common Stock(EXPR)(0.160B),EXPR
Consumer Services|Clothing/Shoe/Accessory Stores|Foot Locker Inc.(FL)(5.397B),FL
Consumer Services|Clothing/Shoe/Accessory Stores|Gap Inc. (The) Common Stock(GPS)(8.652B),GPS
Consumer Services|Clothing/Shoe/Accessory Stores|Genesco Inc. Common Stock(GCO)(0.668B),GCO
Consumer Services|Clothing/Shoe/Accessory Stores|Hanesbrands Inc. Common Stock(HBI)(6.251B),HBI
Consumer Services|Clothing/Shoe/Accessory Stores|L Brands Inc.(LB)(13.574B),LB
Consumer Services|Clothing/Shoe/Accessory Stores|Lands' End Inc. Common Stock(LE)(1.021B),LE
Consumer Services|Clothing/Shoe/Accessory Stores|Nordstrom Inc. Common Stock(JWN)(5.680B),JWN
Consumer Services|Clothing/Shoe/Accessory Stores|Ross Stores Inc. Common Stock(ROST)(42.850B),ROST
Consumer Services|Clothing/Shoe/Accessory Stores|Shoe Carnival Inc. Common Stock(SCVL)(0.671B),SCVL
Consumer Services|Clothing/Shoe/Accessory Stores|TJX Companies Inc. (The) Common Stock(TJX)(82.003B),TJX
Consumer Services|Clothing/Shoe/Accessory Stores|Tilly's Inc. Common Stock(TLYS)(0.313B),TLYS
Consumer Services|Clothing/Shoe/Accessory Stores|Urban Outfitters Inc. Common Stock(URBN)(2.922B),URBN
Consumer Services|Clothing/Shoe/Accessory Stores|Vince Holding Corp. Common Stock(VNCE)(0.098B),VNCE
Consumer Services|Clothing/Shoe/Accessory Stores|Zumiez Inc. Common Stock(ZUMZ)(1.153B),ZUMZ
Consumer Services|Consumer Electronics/Video Chains,NA
Consumer Services|Consumer Electronics/Video Chains|Best Buy Co. Inc. Common Stock(BBY)(30.234B),BBY
Consumer Services|Consumer Electronics/Video Chains|Cinedigm Corp. Class A Common Stock(CIDM)(0.311B),CIDM
Consumer Services|Consumer Electronics/Video Chains|Conn's Inc. Common Stock(CONN)(0.412B),CONN
Consumer Services|Consumer Electronics/Video Chains|Kaspien Holdings Inc. Common Stock(KSPN)(0.061B),KSPN
Consumer Services|Consumer Electronics/Video Chains|Netflix Inc. Common Stock(NFLX)(242.804B),NFLX
Consumer Services|Consumer Electronics/Video Chains|iQIYI Inc. American Depositary Shares(IQ)(20.064B),IQ
Consumer Services|Consumer Specialties,NA
Consumer Services|Consumer Specialties|Birks Group Inc. Common Stock(BGI)(0.044B),BGI
Consumer Services|Consumer Specialties|Envela Corporation Common Stock(ELA)(0.173B),ELA
Consumer Services|Consumer Specialties|Signet Jewelers Limited Common Shares(SIG)(2.225B),SIG
Consumer Services|Department/Specialty Retail Stores,NA
Consumer Services|Department/Specialty Retail Stores|BJ's Wholesale Club Holdings Inc. Common Stock(BJ)(6.146B),BJ
Consumer Services|Department/Specialty Retail Stores|Big Lots Inc. Common Stock(BIG)(2.308B),BIG
Consumer Services|Department/Specialty Retail Stores|Burlington Stores Inc. Common Stock(BURL)(17.544B),BURL
Consumer Services|Department/Specialty Retail Stores|Costco Wholesale Corporation Common Stock(COST)(158.100B),COST
Consumer Services|Department/Specialty Retail Stores|Dillard's Capital Trust I(DDT)(0.000B),DDT
Consumer Services|Department/Specialty Retail Stores|Dillard's Inc. Common Stock(DDS)(1.718B),DDS
Consumer Services|Department/Specialty Retail Stores|Dollar General Corporation Common Stock(DG)(49.694B),DG
Consumer Services|Department/Specialty Retail Stores|Dollar Tree Inc. Common Stock(DLTR)(25.344B),DLTR
Consumer Services|Department/Specialty Retail Stores|Five Below Inc. Common Stock(FIVE)(10.768B),FIVE
Consumer Services|Department/Specialty Retail Stores|Kohl's Corporation Common Stock(KSS)(7.659B),KSS
Consumer Services|Department/Specialty Retail Stores|MINISO Group Holding Limited American Depositary Shares each representing four Class A Ordinary Shares(MNSO)(9.651B),MNSO
Consumer Services|Department/Specialty Retail Stores|Macy's Inc Common Stock(M)(4.446B),M
Consumer Services|Department/Specialty Retail Stores|Ollie's Bargain Outlet Holdings Inc. Common Stock(OLLI)(6.283B),OLLI
Consumer Services|Department/Specialty Retail Stores|PriceSmart Inc. Common Stock(PSMT)(3.054B),PSMT
Consumer Services|Department/Specialty Retail Stores|Target Corporation Common Stock(TGT)(95.853B),TGT
Consumer Services|Department/Specialty Retail Stores|Walmart Inc. Common Stock(WMT)(389.480B),WMT
Consumer Services|Diversified Commercial Services,NA
Consumer Services|Diversified Commercial Services|ADT Inc. Common Stock(ADT)(7.751B),ADT
Consumer Services|Diversified Commercial Services|Allegion plc Ordinary Shares(ALLE)(9.827B),ALLE
Consumer Services|Diversified Commercial Services|Forrester Research Inc. Common Stock(FORR)(0.816B),FORR
Consumer Services|Diversified Commercial Services|Harsco Corporation Common Stock(HSC)(1.511B),HSC
Consumer Services|Diversified Commercial Services|Nxt-ID Inc. Common Stock(NXTD)(0.113B),NXTD
Consumer Services|Diversified Commercial Services|PAE Incorporated Class A Common Stock(PAE)(0.834B),PAE
Consumer Services|Diversified Commercial Services|PAE Incorporated Warrants(PAEWW)(0.000B),PAEWW
Consumer Services|Diversified Commercial Services|PRGX Global Inc. Common Stock(PRGX)(0.180B),PRGX
Consumer Services|Diversified Commercial Services|Paychex Inc. Common Stock(PAYX)(32.918B),PAYX
Consumer Services|Diversified Commercial Services|TS Innovation Acquisitions Corp. Class A Common Stock(TSIA)(0.610B),TSIA
Consumer Services|Diversified Commercial Services|TS Innovation Acquisitions Corp. Unit(TSIAU)(0.000B),TSIAU
Consumer Services|Diversified Commercial Services|TS Innovation Acquisitions Corp. Warrant(TSIAW)(0.000B),TSIAW
Consumer Services|Diversified Commercial Services|Vectrus Inc. Common Stock(VEC)(0.633B),VEC
Consumer Services|Electronics Distribution,NA
Consumer Services|Electronics Distribution|GameStop Corporation Common Stock(GME)(2.838B),GME
Consumer Services|Farming/Seeds/Milling,NA
Consumer Services|Farming/Seeds/Milling|Andersons Inc. (The) Common Stock(ANDE)(0.812B),ANDE
Consumer Services|Farming/Seeds/Milling|CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4(CHSCL)(0.000B),CHSCL
Consumer Services|Farming/Seeds/Milling|CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3(CHSCM)(0.000B),CHSCM
Consumer Services|Farming/Seeds/Milling|CHS Inc Preferred Class B Series 2 Reset Rate(CHSCN)(0.000B),CHSCN
Consumer Services|Farming/Seeds/Milling|CHS Inc. 8%  Cumulative Redeemable Preferred Stock(CHSCP)(0.000B),CHSCP
Consumer Services|Farming/Seeds/Milling|CHS Inc. Class B Cumulative Redeemable Preferred Stock(CHSCO)(0.000B),CHSCO
Consumer Services|Farming/Seeds/Milling|Seaboard Corporation Common Stock(SEB)(3.681B),SEB
Consumer Services|Farming/Seeds/Milling|SunOpta Inc. Common Stock(STKL)(1.419B),STKL
Consumer Services|Farming/Seeds/Milling|Universal Corporation Common Stock(UVV)(1.264B),UVV
Consumer Services|Food Chains,NA
Consumer Services|Food Chains|Albertsons Companies Inc. Class A Common Stock(ACI)(7.635B),ACI
Consumer Services|Food Chains|Companhia Brasileira de Distribuicao American Depsitary Shares; each representing one Common Share(CBD)(4.242B),CBD
Consumer Services|Food Chains|Grocery Outlet Holding Corp. Common Stock(GO)(3.931B),GO
Consumer Services|Food Chains|Ingles Markets Incorporated Class A Common Stock(IMKTA)(1.032B),IMKTA
Consumer Services|Food Chains|Kroger Company (The) Common Stock(KR)(25.764B),KR
Consumer Services|Food Chains|Natural Grocers by Vitamin Cottage Inc. Common Stock(NGVC)(0.340B),NGVC
Consumer Services|Food Chains|Sprouts Farmers Market Inc. Common Stock(SFM)(2.558B),SFM
Consumer Services|Food Chains|Village Super Market Inc. Class A Common Stock(VLGEA)(0.324B),VLGEA
Consumer Services|Food Chains|Weis Markets Inc. Common Stock(WMK)(1.497B),WMK
Consumer Services|Food Chains|iFresh Inc. Common Stock(IFMK)(0.067B),IFMK
Consumer Services|Home Furnishings,NA
Consumer Services|Home Furnishings|1847 Goedeker Inc. Commom Stock(GOED)(0.084B),GOED
Consumer Services|Home Furnishings|At Home Group Inc. Common Stock(HOME)(1.566B),HOME
Consumer Services|Home Furnishings|Bed Bath & Beyond Inc. Common Stock(BBBY)(3.187B),BBBY
Consumer Services|Home Furnishings|Container Store (The) Common Stock(TCS)(0.852B),TCS
Consumer Services|Home Furnishings|JanOne Inc. Common Stock (NV)(JAN)(0.020B),JAN
Consumer Services|Home Furnishings|Williams-Sonoma Inc. Common Stock (DE)(WSM)(9.760B),WSM
Consumer Services|Homebuilding,NA
Consumer Services|Homebuilding|IRSA Inversiones Y Representaciones S.A. Common Stock(IRS)(0.243B),IRS
Consumer Services|Homebuilding|St. Joe Company (The) Common Stock(JOE)(3.053B),JOE
Consumer Services|Homebuilding|Stratus Properties Inc. Common Stock(STRS)(0.198B),STRS
Consumer Services|Hotels/Resorts,NA
Consumer Services|Hotels/Resorts|Bally's Corporation Common Stock(BALY)(1.805B),BALY
Consumer Services|Hotels/Resorts|Boyd Gaming Corporation Common Stock(BYD)(5.776B),BYD
Consumer Services|Hotels/Resorts|Caesars Entertainment Inc. Common Stock(CZR)(16.510B),CZR
Consumer Services|Hotels/Resorts|Century Casinos Inc. Common Stock(CNTY)(0.229B),CNTY
Consumer Services|Hotels/Resorts|Choice Hotels International Inc. Common Stock(CHH)(5.935B),CHH
Consumer Services|Hotels/Resorts|Civeo Corporation (Canada) Common Shares(CVEO)(0.283B),CVEO
Consumer Services|Hotels/Resorts|Extended Stay America Inc. Paired Shares(STAY)(2.713B),STAY
Consumer Services|Hotels/Resorts|Full House Resorts Inc. Common Stock(FLL)(0.199B),FLL
Consumer Services|Hotels/Resorts|GreenTree Hospitality Group Ltd. American depositary shares each representing one Class A ordinary share(GHG)(1.349B),GHG
Consumer Services|Hotels/Resorts|Hilton Grand Vacations Inc. Common Stock(HGV)(3.154B),HGV
Consumer Services|Hotels/Resorts|Hilton Worldwide Holdings Inc. Common Stock(HLT)(31.662B),HLT
Consumer Services|Hotels/Resorts|Huazhu Group Limited American Depositary Shares(HTHT)(18.160B),HTHT
Consumer Services|Hotels/Resorts|Hyatt Hotels Corporation Class A Common Stock(H)(7.948B),H
Consumer Services|Hotels/Resorts|Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share)(IHG)(12.759B),IHG
Consumer Services|Hotels/Resorts|Las Vegas Sands Corp. Common Stock(LVS)(44.486B),LVS
Consumer Services|Hotels/Resorts|MGM Resorts International Common Stock(MGM)(17.308B),MGM
Consumer Services|Hotels/Resorts|Marriott International Class A Common Stock(MAR)(42.805B),MAR
Consumer Services|Hotels/Resorts|Melco Resorts & Entertainment Limited American Depositary Shares(MLCO)(8.766B),MLCO
Consumer Services|Hotels/Resorts|Monarch Casino & Resort Inc. Common Stock(MCRI)(1.000B),MCRI
Consumer Services|Hotels/Resorts|OneSpaWorld Holdings Limited Common Shares(OSW)(0.792B),OSW
Consumer Services|Hotels/Resorts|Park Hotels & Resorts Inc. Common Stock(PK)(4.769B),PK
Consumer Services|Hotels/Resorts|Penn National Gaming Inc. Common Stock(PENN)(17.965B),PENN
Consumer Services|Hotels/Resorts|Planet Fitness Inc. Common Stock(PLNT)(6.902B),PLNT
Consumer Services|Hotels/Resorts|Playa Hotels & Resorts N.V. Ordinary Shares(PLYA)(1.090B),PLYA
Consumer Services|Hotels/Resorts|Red Lions Hotels Corporation Common Stock(RLH)(0.088B),RLH
Consumer Services|Hotels/Resorts|Red Rock Resorts Inc. Class A Common Stock(RRR)(3.362B),RRR
Consumer Services|Hotels/Resorts|Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares(MSC)(1.495B),MSC
Consumer Services|Hotels/Resorts|Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares(SHO)(2.617B),SHO
Consumer Services|Hotels/Resorts|Target Hospitality Corp. Common Stock(TH)(0.192B),TH
Consumer Services|Hotels/Resorts|Target Hospitality Corp. Warrant expiring 3/15/2024(THWWW)(0.000B),THWWW
Consumer Services|Hotels/Resorts|Wyndham Hotels & Resorts Inc. Common Stock(WH)(5.613B),WH
Consumer Services|Hotels/Resorts|Wynn Resorts Limited Common stock(WYNN)(13.859B),WYNN
Consumer Services|Hotels/Resorts|Xenia Hotels & Resorts Inc. Common Stock(XHR)(2.020B),XHR
Consumer Services|Marine Transportation,NA
Consumer Services|Marine Transportation|Brookfield Infrastructure Partners LP Limited Partnership Units(BIP)(15.320B),BIP
Consumer Services|Marine Transportation|Carnival Corporation Common Stock(CCL)(25.552B),CCL
Consumer Services|Marine Transportation|Carnival Plc ADS ADS(CUK)(21.500B),CUK
Consumer Services|Marine Transportation|D/B/A Royal Caribbean Cruises Ltd. Common Stock(RCL)(17.832B),RCL
Consumer Services|Marine Transportation|Dynagas LNG Partners LP Common Units(DLNG)(0.106B),DLNG
Consumer Services|Marine Transportation|EuroDry Ltd. Common Shares(EDRY)(0.020B),EDRY
Consumer Services|Marine Transportation|FLEX LNG Ltd. Ordinary Shares(FLNG)(0.486B),FLNG
Consumer Services|Marine Transportation|GasLog Ltd. Common Shares(GLOG)(0.458B),GLOG
Consumer Services|Marine Transportation|GasLog Partners LP Common Units representing limited partnership interests(GLOP)(0.167B),GLOP
Consumer Services|Marine Transportation|Golar LNG Partners LP 8.75% Series A Cumulative Redeemable Preferred Units(GMLPP)(0.000B),GMLPP
Consumer Services|Marine Transportation|Golar LNG Partners LP Common Units Representing Limited Partnership(GMLP)(0.240B),GMLP
Consumer Services|Marine Transportation|Golar Lng Ltd(GLNG)(1.180B),GLNG
Consumer Services|Marine Transportation|Golden Ocean Group Limited Common Stock(GOGL)(0.882B),GOGL
Consumer Services|Marine Transportation|Hoegh LNG Partners LP Common Units representing Limited Partner Interests(HMLP)(0.524B),HMLP
Consumer Services|Marine Transportation|International Seaways Inc. Common Stock(INSW)(0.540B),INSW
Consumer Services|Marine Transportation|KNOT Offshore Partners LP Common Units representing Limited Partner Interests(KNOP)(0.542B),KNOP
Consumer Services|Marine Transportation|Kirby Corporation Common Stock(KEX)(3.520B),KEX
Consumer Services|Marine Transportation|Matson Inc. Common Stock(MATX)(3.074B),MATX
Consumer Services|Marine Transportation|Nordic American Tankers Limited Common Stock(NAT)(0.500B),NAT
Consumer Services|Marine Transportation|Norwegian Cruise Line Holdings Ltd. Ordinary Shares(NCLH)(7.954B),NCLH
Consumer Services|Marine Transportation|Odyssey Marine Exploration Inc. Common Stock(OMEX)(0.099B),OMEX
Consumer Services|Marine Transportation|Teekay LNG Partners L.P.(TGP)(1.149B),TGP
Consumer Services|Marine Transportation|Teekay Tankers Ltd.(TNK)(0.455B),TNK
Consumer Services|Marine Transportation|Tidewater Inc. Common Stock(TDW)(0.515B),TDW
Consumer Services|Military/Government/Technical,NA
Consumer Services|Military/Government/Technical|AECOM Common Stock(ACM)(8.278B),ACM
Consumer Services|Military/Government/Technical|ENGlobal Corporation Common Stock(ENG)(0.167B),ENG
Consumer Services|Military/Government/Technical|Hill International Inc. Common Stock(HIL)(0.157B),HIL
Consumer Services|Military/Government/Technical|Mistras Group Inc Common Stock(MG)(0.222B),MG
Consumer Services|Military/Government/Technical|Stantec Inc Common Stock(STN)(4.230B),STN
Consumer Services|Military/Government/Technical|Tetra Tech Inc. Common Stock(TTEK)(7.385B),TTEK
Consumer Services|Military/Government/Technical|VSE Corporation Common Stock(VSEC)(0.466B),VSEC
Consumer Services|Military/Government/Technical|Willdan Group Inc. Common Stock(WLDN)(0.552B),WLDN
Consumer Services|Miscellaneous,NA
Consumer Services|Miscellaneous|Barings Participation Investors Common Stock(MPV)(0.129B),MPV
Consumer Services|Miscellaneous|Sprott Focus Trust Inc. Common Stock(FUND)(0.225B),FUND
Consumer Services|Miscellaneous|Tri Continental Corporation Preferred Stock(TY^)(nan),TY^
Consumer Services|Motor Vehicles,NA
Consumer Services|Motor Vehicles|LKQ Corporation Common Stock(LKQ)(11.751B),LKQ
Consumer Services|Movies/Entertainment,NA
Consumer Services|Movies/Entertainment|AMC Entertainment Holdings Inc. Class A Common Stock(AMC)(1.868B),AMC
Consumer Services|Movies/Entertainment|Chicken Soup for the Soul Entertainment Inc. 9.50% Notes due 2025(CSSEN)(0.000B),CSSEN
Consumer Services|Movies/Entertainment|Chicken Soup for the Soul Entertainment Inc. 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock(CSSEP)(0.000B),CSSEP
Consumer Services|Movies/Entertainment|Chicken Soup for the Soul Entertainment Inc. Class A Common Stock(CSSE)(0.399B),CSSE
Consumer Services|Movies/Entertainment|Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock(CNK)(2.483B),CNK
Consumer Services|Movies/Entertainment|Creatd Inc. Common Stock(CRTD)(0.042B),CRTD
Consumer Services|Movies/Entertainment|Creatd Inc. Warrant(CRTDW)(0.000B),CRTDW
Consumer Services|Movies/Entertainment|CuriosityStream Inc. Class A Common Stock(CURI)(1.085B),CURI
Consumer Services|Movies/Entertainment|CuriosityStream Inc. Warrant(CURIW)(0.000B),CURIW
Consumer Services|Movies/Entertainment|Eros STX Global Corporation A Ordinary Shares(ESGC)(0.754B),ESGC
