id,value
Energy|Oil & Gas Production|HighPeak Energy Inc. Warrant(HPKEW)(0.000B),HPKEW
Energy|Oil & Gas Production|HighPoint Resources Corporation Common Stock(HPR)(0.049B),HPR
Energy|Oil & Gas Production|Houston American Energy Corporation Common Stock(HUSA)(0.024B),HUSA
Energy|Oil & Gas Production|Independence Contract Drilling Inc. Common Stock(ICD)(0.032B),ICD
Energy|Oil & Gas Production|Indonesia Energy Corporation Limited Ordinary Shares(INDO)(0.058B),INDO
Energy|Oil & Gas Production|Ion Geophysical Corporation Common Stock(IO)(0.049B),IO
Energy|Oil & Gas Production|Kimbell Royalty Partners Common Units Representing Limited Partner Interests(KRP)(0.586B),KRP
Energy|Oil & Gas Production|Kosmos Energy Ltd. Common Shares (DE)(KOS)(1.103B),KOS
Energy|Oil & Gas Production|Laredo Petroleum Inc. Common Stock(LPI)(0.421B),LPI
Energy|Oil & Gas Production|MV Oil Trust Units of Beneficial Interests(MVO)(0.047B),MVO
Energy|Oil & Gas Production|Magnolia Oil & Gas Corporation Class A Common Stock(MGY)(2.478B),MGY
Energy|Oil & Gas Production|Marathon Oil Corporation Common Stock(MRO)(7.199B),MRO
Energy|Oil & Gas Production|Marine Petroleum Trust Units of Beneficial Interest(MARPS)(0.012B),MARPS
Energy|Oil & Gas Production|Matador Resources Company Common Stock(MTDR)(2.177B),MTDR
Energy|Oil & Gas Production|Mesa Royalty Trust Common Stock(MTR)(0.009B),MTR
Energy|Oil & Gas Production|Mexco Energy Corporation Common Stock(MXC)(0.019B),MXC
Energy|Oil & Gas Production|Murphy Oil Corporation Common Stock(MUR)(2.212B),MUR
Energy|Oil & Gas Production|Nabors Industries Ltd.(NBR)(0.609B),NBR
Energy|Oil & Gas Production|New Concept Energy Inc Common Stock(GBR)(0.032B),GBR
Energy|Oil & Gas Production|North European Oil Royality Trust Common Stock(NRT)(0.035B),NRT
Energy|Oil & Gas Production|Oasis Midstream Partners LP Common Units Representing Limited Partner Interests(OMP)(0.515B),OMP
Energy|Oil & Gas Production|Oasis Petroleum Inc. Common Stock(OAS)(1.012B),OAS
Energy|Oil & Gas Production|Occidental Petroleum Corporation Common Stock(OXY)(23.541B),OXY
Energy|Oil & Gas Production|Ovintiv Inc. (DE)(OVV)(5.444B),OVV
Energy|Oil & Gas Production|PDC Energy Inc. Common Stock (Delaware)(PDCE)(2.790B),PDCE
Energy|Oil & Gas Production|PHX Minerals Inc. Common Stock(PHX)(0.072B),PHX
Energy|Oil & Gas Production|Par Pacific Holdings Inc.  Common Stock(PARR)(0.856B),PARR
Energy|Oil & Gas Production|Patterson-UTI Energy Inc. Common Stock(PTEN)(1.156B),PTEN
Energy|Oil & Gas Production|Pedevco Corp. Common Stock(PED)(0.146B),PED
Energy|Oil & Gas Production|Pembina Pipeline Corp. Ordinary Shares (Canada)(PBA)(15.096B),PBA
Energy|Oil & Gas Production|Penn Virginia Corporation Common Stock(PVAC)(0.537B),PVAC
Energy|Oil & Gas Production|PermRock Royalty Trust Trust Units(PRT)(0.055B),PRT
Energy|Oil & Gas Production|Permian Basin Royalty Trust Common Stock(PBT)(0.201B),PBT
Energy|Oil & Gas Production|Permianville Royalty Trust Trust Units(PVL)(0.060B),PVL
Energy|Oil & Gas Production|PetroChina Company Limited Common Stock(PTR)(64.021B),PTR
Energy|Oil & Gas Production|Petroleo Brasileiro S.A.- Petrobras Common Stock(PBR)(70.569B),PBR
Energy|Oil & Gas Production|Pioneer Natural Resources Company Common Stock(PXD)(28.758B),PXD
Energy|Oil & Gas Production|Precision Drilling Corporation Common Stock(PDS)(0.307B),PDS
Energy|Oil & Gas Production|PrimeEnergy Resources Corporation Common Stock(PNRG)(0.091B),PNRG
Energy|Oil & Gas Production|QEP Resources Inc. Common Stock(QEP)(0.786B),QEP
Energy|Oil & Gas Production|Range Resources Corporation Common Stock(RRC)(2.653B),RRC
Energy|Oil & Gas Production|Ring Energy Inc. Common Stock(REI)(0.159B),REI
Energy|Oil & Gas Production|SM Energy Company Common Stock(SM)(1.272B),SM
Energy|Oil & Gas Production|Sabine Royalty Trust Common Stock(SBR)(0.478B),SBR
Energy|Oil & Gas Production|San Juan Basin Royalty Trust Common Stock(SJT)(0.200B),SJT
Energy|Oil & Gas Production|Sanchez Midstream Partners LP Common Stock(SNMP)(0.060B),SNMP
Energy|Oil & Gas Production|SandRidge Energy Inc. Common Stock(SD)(0.195B),SD
Energy|Oil & Gas Production|Sasol Ltd. American Depositary Shares(SSL)(8.487B),SSL
Energy|Oil & Gas Production|SilverBow Resorces Inc. Common Stock(SBOW)(0.098B),SBOW
Energy|Oil & Gas Production|Southwestern Energy Company Common Stock(SWN)(2.846B),SWN
Energy|Oil & Gas Production|Sundance Energy Inc. Common Stock(SNDE)(0.017B),SNDE
Energy|Oil & Gas Production|Talos Energy Inc. Common Stock(TALO)(0.760B),TALO
Energy|Oil & Gas Production|Tellurian Inc. Common Stock(TELL)(1.137B),TELL
Energy|Oil & Gas Production|Tengasco Inc. Common Stock(TGC)(0.039B),TGC
Energy|Oil & Gas Production|Tetra Technologies Inc. Common Stock(TTI)(0.304B),TTI
Energy|Oil & Gas Production|Texas Pacific Land Corporation Common Stock(TPL)(8.608B),TPL
Energy|Oil & Gas Production|Torchlight Energy Resources Inc. Common Stock(TRCH)(0.462B),TRCH
Energy|Oil & Gas Production|Total SE(TOT)(115.796B),TOT
Energy|Oil & Gas Production|TransGlobe Energy Corporation Ordinary Shares (Canada)(TGA)(0.100B),TGA
Energy|Oil & Gas Production|Transocean Ltd (Switzerland) Common Stock(RIG)(2.104B),RIG
Energy|Oil & Gas Production|U.S. Energy Corp. Common Stock(USEG)(0.018B),USEG
Energy|Oil & Gas Production|VAALCO Energy Inc.  Common Stock(EGY)(0.169B),EGY
Energy|Oil & Gas Production|VOC Energy Trust Units of Beneficial Interest(VOC)(0.052B),VOC
Energy|Oil & Gas Production|Vermilion Energy Inc. Common (Canada)(VET)(0.875B),VET
Energy|Oil & Gas Production|Viper Energy Partners LP Common Unit(VNOM)(2.526B),VNOM
Energy|Oil & Gas Production|Vista Oil & Gas S.A.B. de C.V. American Depositary Shares each representing one series A share with no par value(VIST)(0.264B),VIST
Energy|Oil & Gas Production|W&T Offshore Inc. Common Stock(WTI)(0.410B),WTI
Energy|Oil & Gas Production|Whiting Petroleum Corporation Common Stock (New)(WLL)(1.180B),WLL
Energy|Oil Refining/Marketing,NA
Energy|Oil Refining/Marketing|Adams Resources & Energy Inc. Common Stock(AE)(0.120B),AE
Energy|Oil Refining/Marketing|CrossAmerica Partners LP Common Units representing limited partner interests(CAPL)(0.691B),CAPL
Energy|Oil Refining/Marketing|Global Partners LP Global Partners LP Common Units representing Limited Partner Interests(GLP)(0.671B),GLP
Energy|Oil Refining/Marketing|Macquarie Infrastructure Corporation Common Stock(MIC)(2.755B),MIC
Energy|Oil Refining/Marketing|Martin Midstream Partners L.P. Limited Partnership(MMLP)(0.092B),MMLP
Energy|Oil Refining/Marketing|NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests(NGL)(0.320B),NGL
Energy|Oil Refining/Marketing|Sprague Resources LP Common Units representing Limited Partner Interests(SRLP)(0.504B),SRLP
Energy|Oil Refining/Marketing|World Fuel Services Corporation Common Stock(INT)(2.160B),INT
Energy|Oilfield Services/Equipment,NA
Energy|Oilfield Services/Equipment|CSI Compressco LP Common Units(CCLP)(0.090B),CCLP
Energy|Oilfield Services/Equipment|Core Laboratories N.V. Common Stock(CLB)(1.540B),CLB
Energy|Oilfield Services/Equipment|Enservco Corporation Common Stock(ENSV)(0.027B),ENSV
Energy|Oilfield Services/Equipment|FTS International Inc. Class A Common Stock(FTSI)(0.246B),FTSI
Energy|Oilfield Services/Equipment|Frank's International N.V. Common Stock(FI)(0.690B),FI
Energy|Oilfield Services/Equipment|Halliburton Company Common Stock(HAL)(17.391B),HAL
Energy|Oilfield Services/Equipment|Helix Energy Solutions Group Inc. Common Stock(HLX)(0.721B),HLX
Energy|Oilfield Services/Equipment|KLX Energy Services Holdings Inc. Common Stock(KLXE)(0.107B),KLXE
Energy|Oilfield Services/Equipment|Liberty Oilfield Services Inc. Class A Common Stock(LBRT)(1.862B),LBRT
Energy|Oilfield Services/Equipment|Mammoth Energy Services Inc. Common Stock(TUSK)(0.284B),TUSK
Energy|Oilfield Services/Equipment|NCS Multistage Holdings Inc. Common Stock(NCSM)(0.087B),NCSM
Energy|Oilfield Services/Equipment|National Energy Services Reunited Corp. Ordinary Shares(NESR)(1.045B),NESR
Energy|Oilfield Services/Equipment|National Energy Services Reunited Corp. Warrant(NESRW)(0.000B),NESRW
Energy|Oilfield Services/Equipment|Natural Gas Services Group Inc. Common Stock(NGS)(0.138B),NGS
Energy|Oilfield Services/Equipment|NexTier Oilfield Solutions Inc. Common Stock(NEX)(0.812B),NEX
Energy|Oilfield Services/Equipment|Nine Energy Service Inc. Common Stock(NINE)(0.101B),NINE
Energy|Oilfield Services/Equipment|North American Construction Group Ltd. Common Shares (no par)(NOA)(0.349B),NOA
Energy|Oilfield Services/Equipment|Nuverra Environmental Solutions Inc. Common Stock(NES)(0.049B),NES
Energy|Oilfield Services/Equipment|Oceaneering International Inc. Common Stock(OII)(0.959B),OII
Energy|Oilfield Services/Equipment|ProPetro Holding Corp. Common Stock(PUMP)(0.939B),PUMP
Energy|Oilfield Services/Equipment|RPC Inc. Common Stock(RES)(1.056B),RES
Energy|Oilfield Services/Equipment|Ranger Energy Services Inc. Class A Common Stock(RNGR)(0.087B),RNGR
Energy|Oilfield Services/Equipment|Recon Technology Ltd. Ordinary Shares(RCON)(0.021B),RCON
Energy|Oilfield Services/Equipment|Schlumberger N.V. Common Stock(SLB)(35.616B),SLB
Energy|Oilfield Services/Equipment|Select Energy Services Inc. Class A Common Stock(WTTR)(0.602B),WTTR
Energy|Oilfield Services/Equipment|U.S. Well Services Inc. Class A Common Stock(USWS)(0.200B),USWS
Energy|Oilfield Services/Equipment|U.S. Well Services Inc. Warrants(USWSW)(0.000B),USWSW
